,input,intent,result
670,상품 교환 신청,cs_sgt_exchrtgs,cs_sgt_exchrtgs
671,상품 교환,cs_sgt_exchrtgs,cs_qry_dlv
672,사이즈 교환해줘,cs_sgt_exchrtgs,cs_sgt_exchrtgs
673,배송받은 상품 사이즈 바꿔주세요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
674,교환하고 싶은데요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
675,교환하고 싶어,cs_sgt_exchrtgs,cs_sgt_exchrtgs
676,교환 접수해줄래,cs_sgt_exchrtgs,cs_sgt_exchrtgs
677,교환 접수해주세요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
678,선물받은 상품도 교환 되나요,cs_sgt_exchrtgs,com_how_ord
679,모바일 상품권 교환,cs_sgt_exchrtgs,cs_how_smp
680,모바일 상품권 반품,cs_sgt_exchrtgs,cs_how_rfd
681,e쿠폰 상품권 반품,cs_sgt_exchrtgs,shipping_fee_twice
682,e쿠폰 교환,cs_sgt_exchrtgs,cs_how_smp
683,모바일 교환권 교환,cs_sgt_exchrtgs,cs_how_smp
684,모바일 교환권 반품,cs_sgt_exchrtgs,cs_sgt_exchrtgs
685,선물 받은 상품이 있어요 교환이나 반품 가능한가요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
686,스마트픽 교환할래,cs_sgt_exchrtgs,cs_regchg_smp
687,교환비 카드 결제 되나요,cs_sgt_exchrtgs,cs_qry_dlv
688,반품비 결제 카드로만 해야하나요,cs_sgt_exchrtgs,cs_sgt_rfd_repay
689,온마일리지 어떻게 교환하는지 알려주세요,cs_sgt_exchrtgs,cs_how_inst
690,온마일리지 어떻게 바꿔요,cs_sgt_exchrtgs,faq_how_dlv_chg
691,교환비용 얼마인지 알려줘,cs_sgt_exchrtgs,cs_qry_dlv
692,보낸선물 교환할래,cs_sgt_exchrtgs,cs_sgt_exchrtgs
693,보낸선물 교환해주세요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
694,정기배송 상품들 교환할 수 있습니까,cs_sgt_exchrtgs,cs_how_inst
695,정기배송 상품들 교환할 수 있어,cs_sgt_exchrtgs,cs_sgt_exchrtgs
696,정기배송도 반품 가능해,cs_sgt_exchrtgs,cs_sgt_exchrtgs
697,정기배송은 반품 어디서 하나요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
698,이거 산거 반품할래,cs_sgt_exchrtgs,cs_sgt_exchrtgs
699,맞교환 가능한지요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
700,취소하는데 왜 결제를 하나요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
701,취소하려는데 결제하라고 나와요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
702,취소하는데 결제창이 뜨는건 뭔가요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
703,취소하려는데 왜 결제창이 뜨나요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
704,취소하려는데 재결제 하라네요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
705,재결제 진행을 하려고 합니다,cs_sgt_rfd_repay,cs_sgt_rfd_repay
706,재결제 진행 좀 도와줘,cs_sgt_rfd_repay,cs_how_exch_rtgs_etc
707,재결제 어려운데,cs_sgt_rfd_repay,cs_sgt_rfd_repay
708,취소하려고 하는데 재결제 하래,cs_sgt_rfd_repay,cs_sgt_rfd_repay
709,재결제 진행하는 거 알려줄래,cs_sgt_rfd_repay,cs_sgt_rfd_repay
710,재결제 어떻게 해,cs_sgt_rfd_repay,cs_sgt_rfd_repay
711,재결제 하는 방법,cs_sgt_rfd_repay,cs_sgt_rfd_repay
712,재결제가 뭐지,cs_sgt_rfd_repay,cs_sgt_rfd_repay
713,재결제해줘,cs_sgt_rfd_repay,cs_how_exch_rtgs_etc
714,취소했는데 재결제가 됐네요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
715,반품신청하는데 결제를 다시 하라고 하네요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
716,취소하는데 돈을 내래요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
717,취소하는데 결제를 또해요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
718,취소하는데 결제를 왜 다시 하나요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
719,재결제 진행은 어떻게 해,cs_sgt_rfd_repay,cs_sgt_rfd_repay
720,재결제 하기,cs_sgt_rfd_repay,cs_sgt_rfd_repay
721,재결제 알려줘,cs_sgt_rfd_repay,cs_sgt_exchrtgs
722,재결제를 어떻게 하는지 알려주세요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
723,재결제 도와주세요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
724,재결제를 하려고 하는데요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
725,재결제를 왜 해야하나요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
726,재결제 하려고,cs_sgt_rfd_repay,cs_sgt_rfd_repay
727,재결제는 어떻게 해야돼,cs_sgt_rfd_repay,cs_sgt_rfd_repay
728,취소하려고 하니 재결제하라는데 도대체 뭔가요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
729,취소했는데 재결제가 되네요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
730,재결제가 뭔가요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
731,왜 환불 처리가 재결제를 해야하나요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
732,재결제가 무슨 뜻이야,cs_sgt_rfd_repay,cs_sgt_rfd_repay
733,재결제 해줘,cs_sgt_rfd_repay,cs_sgt_rfd_repay
734,재결제 하려고 합니다,cs_sgt_rfd_repay,cs_sgt_rfd_repay
735,재결제 진행하고싶습니다,cs_sgt_rfd_repay,cs_sgt_rfd_repay
736,재결제 의미,cs_sgt_rfd_repay,cs_sgt_rfd_repay
737,재결제 요청드려요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
738,재결제,cs_sgt_rfd_repay,cs_sgt_rfd_repay
739,다시 결제 할래,cs_sgt_rfd_repay,cs_sgt_rfd_repay
740,왜 환불 처리가 재결제를 해야 하나요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
741,재결제 하면 취소시간이 다른가요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
742,재결제 취소는 언제쯤 되나요,cs_sgt_rfd_repay,cs_how_rfd
743,재결제 취소 얼마나 걸려,cs_sgt_rfd_repay,cs_cncl
744,재결제 후에 카드 취소내역이 안뜹니다,cs_sgt_rfd_repay,cs_cncl
745,재결제 했는데 취소 언제돼요,cs_sgt_rfd_repay,cs_how_rfd
746,재결제 했는데 취소 문자가 안왔어요,cs_sgt_rfd_repay,cs_cncl
747,출고된 부분만 재결제 부탁드려요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
748,취소하고 다시 재결제 문의 좀 드려요,cs_sgt_rfd_repay,cs_how_exch_rtgs_etc
749,재결제 할 수 있나요,cs_sgt_rfd_repay,cs_sgt_rfd_repay
750,중복 배송됐어요,faq_dsat_dlv,shipping_fee_twice
751,집 앞에 부탁했는데 경비실에 두고 가셨네요,faq_dsat_dlv,faq_dsat_dlv
752,이럴거면 배송메시지 왜 쓰라고 하시죠 무인택배함에 부탁드렸는데 집 앞에 두고 갔어요,faq_dsat_dlv,faq_dsat_dlv
753,배송완료는 됐는데 다른 집으로 갔네요,faq_dsat_dlv,faq_dsat_dlv
754,배송이 엉망이네요,faq_dsat_dlv,faq_dsat_gen
755,박스 뚜껑이 열린 채로 왔어요,faq_dsat_dlv,faq_dsat_dlv
756,배송 연락주기로 했는데 연락도 없네요,faq_dsat_dlv,faq_dsat_dlv
757,옆집으로 오배송되었었어요,faq_dsat_dlv,faq_how_dlv_chg
758,택배상자 한쪽이 젖어서 배송됐습니다,faq_dsat_dlv,faq_dsat_dlv
759,다른 집으로 배송이 되어서 못 받았어요,faq_dsat_dlv,faq_how_dlv_chg
760,박스가 일부 찢어지고 상품 박스도 몇개 찌그러져 왔어요,faq_dsat_dlv,faq_dsat_dlv
761,물품을 방금 받아서 확인했는데 와인잔이 파손돼있네요,faq_dsat_dlv,faq_dsat_exch
762,상품이 파손된 채로 도착했어요,faq_dsat_dlv,faq_dsat_dlv
763,상품이 망가져서 도착했는데요.,faq_dsat_dlv,faq_dsat_dlv
764,냉동식품이 다 녹아서 박스가 젖은채로 왔는데요,faq_dsat_dlv,faq_dsat_dlv
765,안내 받은 배송 시간과 다른 시간에 배송하셨어요,faq_dsat_dlv,cs_regchg_gen
766,물건을 문 앞에 쏟아놓고 가셨어요,faq_dsat_dlv,faq_dsat_dlv
767,배송 전 연락달라고 했는데 그냥 연락없이 두고 가셨어요,faq_dsat_dlv,faq_dsat_dlv
768,배송서비스가 너무 별로에요,faq_dsat_dlv,faq_dsat_gen
769,무인택배함에 넣어달라고 했는데 그냥 집 앞에 던지고 가셨네요,faq_dsat_dlv,faq_dsat_dlv
770,비 맞은 건지 박스가 다 젖어서 왔어요,faq_dsat_dlv,faq_dsat_dlv
771,박스가 젖어서 다 찢어졌어요,faq_dsat_dlv,faq_dsat_dlv
772,이렇게 배송하시면 어떡합니까,faq_dsat_dlv,faq_how_dlv_chg
773,주문 취소했는데 배송완료됐다고 문자가 왔어요,faq_dsat_dlv,faq_dsat_dlv
774,주문 취소했는데 배송완료로 문자가 왔습니다,faq_dsat_dlv,faq_dsat_dlv
775,각자 배송시켰는데 한꺼번에 택배배송됐어요,faq_dsat_dlv,cs_how_inst
776,비와서 박스가 다 젖어왔어요,faq_dsat_dlv,faq_dsat_dlv
777,아직 배송 전인데 배송완료로 나오네요,faq_dsat_dlv,faq_dsat_dlv_nrcv
778,배송전인데 배송완료라고 연락왔어요,faq_dsat_dlv,faq_dsat_dlv_nrcv
779,아직 배송도 안했는데 무슨 배송완료입니까,faq_dsat_dlv,faq_dsat_dlv_nrcv
780,냉동식품이 다 녹아서 왔는데 상했으면 어떡합니까,faq_dsat_dlv,faq_dsat_dlv
781,중복 배송됐는데 어떻게 하나요,faq_dsat_dlv,faq_how_dlv_chg
782,제가 주문한게 아니라 다른 사람이 주문한 상품이 왔어요,faq_dsat_dlv,faq_dsat_exch
783,제가 주문한건 안오고 다른 사람 거가 왔어요,faq_dsat_dlv,faq_dsat_exch
784,다른 집으로 배송해서 지금 찾을 수도 없는데요,faq_dsat_dlv,faq_dsat_dlv
785,다른 주소로 오배송하셨어요,faq_dsat_dlv,faq_how_dlv_chg
786,배송이 엉망으로 왔어요,faq_dsat_dlv,faq_how_dlv_chg
787,봉투 없이 현관 바닥에 다 쏟아놓고 가셨어요,faq_dsat_dlv,faq_dsat_dlv
788,박스가 개봉된 채로 배송됐어요,faq_dsat_dlv,faq_dsat_dlv
789,박스가 개봉된 채로 왔어요,faq_dsat_dlv,faq_dsat_dlv
790,오늘 상품 받았는데 박스가 다 훼손됐어요,faq_dsat_dlv,faq_dsat_dlv
791,취소 된 거 확인했는데 배송이 왔어요,faq_dsat_dlv,faq_dsat_dlv
792,상품이 2번 배송됐는데요,faq_dsat_dlv,faq_dsat_dlv
793,냉동식품이 저희 집에 잘못 배송됐어요,faq_dsat_dlv,faq_how_dlv_chg
794,포장이 다 찢어져서 왔음,faq_dsat_dlv,faq_dsat_dlv
795,택배상자가 엄청 더럽고 아랫쪽 한쪽은 젖어있습니다,faq_dsat_dlv,faq_dsat_dlv
796,다른 집으로 배송돼서 상품을 못 받았어요,faq_dsat_dlv,faq_how_dlv_chg
797,우리 집으로 남의 택배가 도착했는데 확인 가능할까요,faq_dsat_dlv,faq_dsat_dlv_nrcv
798,옆집에 잘못 배송됐어요,faq_dsat_dlv,faq_how_dlv_chg
799,롯데마트몰 주문했는데 다른 집으로 배송이 잘못 되어서 냉동식품이 다 녹았습니다,faq_dsat_dlv,faq_how_dlv_chg
800,분실 신고,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
801,상품을 받지 못하였습니다,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
802,주문한 상품 누락,faq_dsat_dlv_nrcv,cs_qry_ord_de
803,샘플누락,faq_dsat_dlv_nrcv,faq_dsat_exch
804,상품 못 받았는데 배송완료로 나와요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
805,샘플이 누락됬어요,faq_dsat_dlv_nrcv,faq_dsat_exch
806,샘플 누락,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
807,다시 출고해주세요,faq_dsat_dlv_nrcv,cs_sgt_rfd_repay
808,물건을받았는데 수량이 틀리네요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
809,다시 받을 수 있을까요,faq_dsat_dlv_nrcv,cs_how_exch_rtgs_etc
810,도착안했습니다,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
811,물건이 없어요 확인좀 해주세요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
812,물품배송이 안된 것 같아요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
813,배송 안되었어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
814,재배송 해주세요,faq_dsat_dlv_nrcv,cs_how_inst
815,물건이 분실되면 어찌되나요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
816,물건 배송안되었어요 확인해주세요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
817,재배송 원해요,faq_dsat_dlv_nrcv,cs_how_inst
818,상품 재인도 해주세요,faq_dsat_dlv_nrcv,cs_sgt_exchrtgs
819,다시 배송해주세요,faq_dsat_dlv_nrcv,faq_how_dlv_chg
820,재배송,faq_dsat_dlv_nrcv,cs_regchg_gen
821,재배송 바랍니다,faq_dsat_dlv_nrcv,cs_how_inst
822,배송완료로 되있는데 배송이 안되엇는데요 확인 부탁드려요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
823,재출고 부탁합니다,faq_dsat_dlv_nrcv,com_how_ord
824,택배가 아직 안왔어요,faq_dsat_dlv_nrcv,cs_qry_dlv
825,재발송해주세요,faq_dsat_dlv_nrcv,cs_how_exch_rtgs_etc
826,재발송 바랍니다,faq_dsat_dlv_nrcv,cs_how_exch_rtgs_etc
827,배송이 되지 안았는데 완료라 되어 있습니다,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
828,택배가 안 왔어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
829,택배가 도착하지 않았는데 수령 했다는 알람이 떠요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nri
830,가져다주지도 않고 배송완료 처리됬어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
831,택배가 안왔습니다,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
832,"배송이 안온듯한데, 어떻게 해야하나요",faq_dsat_dlv_nrcv,faq_dsat_gen
833,분실물,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
834,물건이 없어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
835,결제한 물건이 누락됐어요,faq_dsat_dlv_nrcv,cs_qry_ord_de
836,아직 덜 왔어요,faq_dsat_dlv_nrcv,cs_how_exch_rtgs_etc
837,상품이 빠졌던데요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
838,증정품이 안와서 문의 드리려고 합니다,faq_dsat_dlv_nrcv,cs_how_exch_rtgs_etc
839,택배가 안왔어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
840,아무것도 안왔어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
841,택배가 없어졌어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
842,수량보다 적게 배송되었습니다,faq_dsat_dlv_nrcv,faq_dsat_exch
843,누락건은 어떻게 처리되나요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nri
844,발송누락된건가요,faq_dsat_dlv_nrcv,faq_dsat_gen
845,분실접수 가능할까요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
846,배송도 안됐는데 완료가 무슨 말이죠,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
847,배송 안됐어요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
848,도착안했다고요,faq_dsat_dlv_nrcv,faq_dsat_dlv_nrcv
849,상품 미수령 신고하는 방법,faq_dsat_dlv_nrcv,faq_dsat_dlv_nri
850,제가 이상품을 배송받지 못해서 현재 미수령신고를 해둔 상태인데 아무런 답변이 없어요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
851,미수령 문의 했는데 왠 엉뚱한 답변이 오나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
852,미수령신고는 신청했지만 그 이후 답이 없어서 문의드립니다,faq_dsat_dlv_nri,faq_dsat_dlv_nri
853,미수령신고 건,faq_dsat_dlv_nri,faq_dsat_dlv_nri
854,미수령 신고도 했고 고객센터는 통화연결이 안되고 1대1 문의도 남겼는데 답변이 없어 답답하네요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
855,미수령 신고도 했고 1대1 문의도 남겼는데,faq_dsat_dlv_nri,faq_dsat_dlv_nri
856,1:1 문의 넣기도 하고 미수령 신고도 했는데 답변없어 연락드립니다,faq_dsat_dlv_nri,faq_dsat_dlv_nri
857,미수령신고 했는데 품절로 인해 환불하라는 답을 받은 상태입니다,faq_dsat_dlv_nri,faq_dsat_dlv_nri
858,"미수령 상황을 신고했는데, 다음 단계가 무엇인지 궁금합니다",faq_dsat_dlv_nri,faq_dsat_dlv_nri
859,"상품을 받지 못해서 신고했는데, 이후에 무엇을 해야 할까요",faq_dsat_dlv_nri,faq_dsat_dlv_nri
860,미수령 신고 다음 처리 과정이 어떻게 되는지 알고 싶어,faq_dsat_dlv_nri,faq_dsat_dlv_nri
861,"미수령 상황을 신고했는데, 다음 절차를 알려주세요",faq_dsat_dlv_nri,faq_dsat_dlv_nri
862,미수령 신고 했어요 다음 절차 안내해주세요',faq_dsat_dlv_nri,faq_dsat_dlv_nri
863,미수령 신고 했는데 그냥 기다리면 되나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
864,미수령 신고하면 끝인가요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
865,미수령 신고한 거 확인하고 싶은데 어떻게 보죠,faq_dsat_dlv_nri,faq_dsat_dlv_nri
866,상품을 못 받아서 미수령 신고를 했어요 지금 어떻게 처리되고 있는지 보여줘요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
867,미수령 신고했는데 뭐 연락도 없고 이게 뭡니까,faq_dsat_dlv_nri,faq_dsat_dlv_nri
868,미수령 상품 신고했는데 연락이 없어서요 어떻게 되고 있나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
869,미수령 상품 신고하면 기다리기만 하면 될까요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
870,미수령 상품 신고 후에 제가 해야 될 건 없나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
871,미수령 신고 했는데 내역 확인이 안돼요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
872,미수령 신고 접수했는데 한참동안 말이 없어요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
873,미수령 신고 뭐 어떻게 되고 있는건가요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
874,상품을 받지 못해서 신고를 했는데요 아직 이렇다 할 연락이 없어요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
875,미수령 신고한거 진행상황 좀 보여주세요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
876,미수령 신고한 거 진행이 어떻게 되고 있나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
877,상품 미수령되어 신고했는데 한참이 지나도 연락이 없어요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
878,미수령 신고 관련해서 답변이 없으면 어떻게 해요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
879,미수령 신고 재접수,faq_dsat_dlv_nri,faq_dsat_dlv_nri
880,미수령 신고했는데 해결이 안돼요 다시 접수해야 하나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
881,미수령 신고한거 왜 연락없죠 언제 처리되나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
882,미수령 신고 건 언제 처리되는지 알려주세요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
883,미수령 신고 건 언제 처리되나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
884,상품 수령 못해서 미수령 신고를 했는데 어떻게 되고 있는지 안내는 없나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
885,미수령 신고하면 현황은 어디서 확인하나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
886,미수령 신고 지금 어떻게 진행되고 있나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
887,미수령 신고 지금 어떻게 진행되는지 보고 싶은데요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
888,미수령 신고했고 현황 알려주시기 바랍니다,faq_dsat_dlv_nri,faq_dsat_dlv_nri
889,미수령 신고 건 현황 확인해주세요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
890,미수령 신고한 거 조치 어떻게 되고 있나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
891,미수령 신고한 상품 어떻게 됐어요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
892,미수령 신고 다 했는데 답변이 없네요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
893,미수령 신고까지 했는데 이렇다 할 말이 없네요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
894,미수령 신고며 문의도 다 했는데 답변이 없어요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
895,미수령 신고했는데 혹시 확인됐나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
896,미수령 신고했는데 어떻게 진행되고 있는지 어디서 확인하나요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
897,미수령 신고한 거 잘 진행되고 있죠,faq_dsat_dlv_nri,faq_dsat_dlv_nri
898,미수령 신고한 거 잘 진행되는지 확인 좀 부탁드려요,faq_dsat_dlv_nri,faq_dsat_dlv_nri
899,미수령 신고 도대체 언제 처리됩니까,faq_dsat_dlv_nri,faq_dsat_dlv_nri
900,티소매부분에 구멍이 나있습니다,faq_dsat_exch,faq_dsat_exch
901,상품하자인지 문의드립니다,faq_dsat_exch,cs_how_inst
902,사이즈를 왜 잘못 보내주세요,faq_dsat_exch,faq_dsat_exch
903,66사이즈 주문했는데 55사이즈로 배송되었습니다,faq_dsat_exch,faq_dsat_exch
904,롯데마트에서 배송된 상품이 주문한 것과 다릅니다,faq_dsat_exch,faq_dsat_exch
905,지퍼가 불량상태입니다,faq_dsat_exch,faq_dsat_exch
906,이물질 나왔습니다,faq_dsat_exch,faq_dsat_exch
907,뭐가 묻어서 안 지워져요,faq_dsat_exch,cs_how_exch_rtgs_etc
908,뭐가 묻었는데요,faq_dsat_exch,faq_dsat_exch
909,뭐가 묻었어요,faq_dsat_exch,faq_dsat_exch
910,터져서 왔어요,faq_dsat_exch,faq_dsat_dlv
911,상품 하자가 있어서 다시보내주실수 있나요,faq_dsat_exch,faq_dsat_dlv
912,고장난 게 왔는데,faq_dsat_exch,faq_dsat_exch
913,상해 있는 상태입니다,faq_dsat_exch,faq_dsat_exch
914,상품이 뿌셔졌어,faq_dsat_exch,faq_dsat_exch
915,깨져서 배송됐어,faq_dsat_exch,faq_dsat_dlv
916,상태가 이게 뭐야,faq_dsat_exch,cs_sgt_rfd_repay
917,2개가 안왔어요,faq_dsat_exch,faq_dsat_dlv_nrcv
918,물품이 빠지고 배송되었어요,faq_dsat_exch,faq_dsat_dlv
919,단추 하나가 없어요,faq_dsat_exch,faq_dsat_dlv_nrcv
920,너무 다른게 왔는데,faq_dsat_exch,faq_dsat_dlv
921,사이즈가 너무 다르잖아,faq_dsat_exch,faq_dsat_exch
922,화면이랑 너무 달라,faq_dsat_exch,faq_dsat_exch
923,화면이랑 차이가 너무 심해,faq_dsat_exch,faq_dsat_exch
924,계란이 다 깨져 왔어요,faq_dsat_exch,faq_dsat_dlv
925,너무 많이 상해있습니다,faq_dsat_exch,faq_dsat_exch
926,벌레가 나왔어요,faq_dsat_exch,faq_dsat_exch
927,상품에 문제가 있는데 보내고 다시 받으려면 택배비는 어떻게 되죠,faq_dsat_exch,faq_dsat_dlv
928,고구마가 안오고 치즈가 왔어요,faq_dsat_exch,faq_dsat_dlv_nrcv
929,뚜껑 한 개가 불량이 왔어요,faq_dsat_exch,faq_dsat_dlv
930,받은 그대로입니다. 상품에 단추 하나 떨어진채로 왔고 박스채로 보관중입니다,faq_dsat_exch,faq_dsat_dlv
931,제품이 다른것이 온건지 상세컷과 다르게 메탈색이 금장이 아니라 은장이네요,faq_dsat_exch,faq_dsat_exch
932,주문 상품과 다른 상품 배송되었음,faq_dsat_exch,faq_dsat_exch
933,지금 물건을 받았는데요. 완전히 바삭바삭 깨져서 왔어요,faq_dsat_exch,faq_dsat_dlv
934,상품 박음질이 뜯어져왔어요,faq_dsat_exch,faq_dsat_exch
935,상품 받았는데 불량이에요,faq_dsat_exch,faq_dsat_exch
936,상품 불량으로 교환하려는데 비용 지불해야 되나요,faq_dsat_exch,cs_sgt_exchrtgs
937,과일도 상해있고 물러있고 이게 뭡니까,faq_dsat_exch,faq_dsat_exch
938,썩은 상품을 팔아도 되나요,faq_dsat_exch,faq_dsat_exch
939,상품에 오염된 부분이 있습니다,faq_dsat_exch,faq_dsat_exch
940,구매한 상품 사이즈가 잘못 왔어요,faq_dsat_exch,cs_qry_ord_de
941,파손 상품 교환할건데 교환비 내야되나요,faq_dsat_exch,faq_dsat_dlv
942,사이즈 잘못 왔어요 교환할건데 교환비 필요한가요,faq_dsat_exch,cs_sgt_exchrtgs
943,채소가 불량이 있어요,faq_dsat_exch,faq_dsat_exch
944,제품을 받았는데 하나가 불량이예요,faq_dsat_exch,faq_dsat_exch
945,화면 색상하고 달라도 너무나 다른 옷을 보내놓고 색상 차이가 있을 수 있다고요,faq_dsat_exch,faq_dsat_exch
946,카메라 렌즈 속에 이물질이 들어밌어요,faq_dsat_exch,faq_dsat_exch
947,호박 상태가 모두 무르고 얼어 있어서 교환이나 환불해주세요,faq_dsat_exch,faq_dsat_exch
948,침대를 구매했는데 침대 안쪽이 깨져 있습니다,faq_dsat_exch,faq_dsat_dlv
949,상품을 받았는데 불량품이 왔어요,faq_dsat_exch,faq_dsat_exch
950,배송지연 연락이 오고 나선 아무 연락이 없습니다 마냥 기다리기만 하기엔 답답하네요,faq_dsat_gen,faq_dsat_gen
951,캐리어 배송이 안 움직여요,faq_dsat_gen,faq_dsat_gen
952,배송이 느려도 너무 느려요,faq_dsat_gen,faq_dsat_gen
953,주문한지 열흘이 되었는데 지연 이유에 대한 설명이나 연락도 없이 그냥 발송지연 이렇게 업데이트만 해놓으면 되는건가요,faq_dsat_gen,faq_dsat_gen
954,배송 지연 안내 받았는데,faq_dsat_gen,cs_qry_dlv
955,배송이 너무 느리시네요 요즘 세상에 뭐이리 늦어요,faq_dsat_gen,faq_dsat_gen
956,마트 배송이 너무 늦어요,faq_dsat_gen,faq_dsat_gen
957,배송은 안오고,faq_dsat_gen,faq_dsat_gen
958,배송이 진짜 느리네,faq_dsat_gen,faq_dsat_gen
959,"발송 일정이 확인이 계속 안되고, 배송이 너무 지연되고 있어요",faq_dsat_gen,faq_dsat_gen
960,문자로 배송 지연된다고 연락왔는데 기다릴게요,faq_dsat_gen,faq_dsat_gen
961,배송지연된다고 연락이 왔는데 배송이 얼마나 늦어지는지 궁금합니다,faq_dsat_gen,faq_dsat_gen
962,왜 배송이 늦어지는지 이유를 알고 싶어요 품절이라면 빨리 취소하고 다시 주문해야하니 빨리 알려주세요,faq_dsat_gen,faq_dsat_gen
963,물건 주문한지 꽤 됐는데 배송이 안되네요,faq_dsat_gen,faq_dsat_gen
964,출고가 어려우면 바로 연락주셨어야하는데 왜 제가 먼저 연락해서 알게 되는거지요,faq_dsat_gen,cs_sgt_exchrtgs
