input,intent_name
오늘 배송받았는데 상품이 불량입니다,faq_dsat_exch
상품에 이물질,faq_dsat_exch
상품이 다르게 배송되었네요,faq_dsat_exch
사이즈 오배송으로 교환이나 환불 해주세요,faq_dsat_exch
파손된 상품,faq_dsat_exch
오배송된거 같아요,faq_dsat_exch
주문상품이 아닌데 왔어요,faq_dsat_exch
주문목록에 없는 상품이 왔습니다,faq_dsat_exch
주문 모델이 아닌 상품이 왔습니다,faq_dsat_exch
발송이 너무 안되고 있어요,faq_dsat_gen
배송이 너무 느려,faq_dsat_gen
"배송이 느리네, 택배비도 별도인데",faq_dsat_gen
배송이 느리네,faq_dsat_gen
출고가 늦어지는 이유가 뭐죠,faq_dsat_gen
출고가 늦어지고 있어요,faq_dsat_gen
발송 밀린 상품 확인,faq_dsat_gen
발송 밀린 상품,faq_dsat_gen
발송 늦춰진 상품,faq_dsat_gen
발송지연 된 상품 확인,faq_dsat_gen
발송 지연,faq_dsat_gen
발송불가,faq_dsat_gen
발송지연,faq_dsat_gen
발송지연은 왜 되는거야,faq_dsat_gen
발송지연 조회,faq_dsat_gen
발송지연이 뭔가요,faq_dsat_gen
발송불가 조회,faq_dsat_gen
발송 불가,faq_dsat_gen
발송불가가 뭐지요,faq_dsat_gen
발송불가는 왜 되는거야,faq_dsat_gen
발송지연 상품이 배송이 되긴 하는 건지 문의드립니다,faq_dsat_gen
주문한지 오래됐는데 물건이 안오네요,faq_dsat_gen
배송이 안옴,faq_dsat_gen
배송이 안되고 있습니다,faq_dsat_gen
주문한 상품이 안오고 있어요,faq_dsat_gen
아니 왜 배송을 안해요,faq_dsat_gen
주문한 물건이 안 오네요,faq_dsat_gen
배송지연 사유,faq_dsat_gen
한달 배송지연 사유,faq_dsat_gen
제품 출고가 너무 늦어요,faq_dsat_gen
8일째 제품이 언제 발송될지도 모르는 상황인데 확인좀해주세요. 이러다 주말 또 지나면 주문한지 2주가 돼요,faq_dsat_gen
판매측으로부터 물품소진으로 배송지연 문자 받았습니다,faq_dsat_gen
배송이 말도 안되게 늦네요,faq_dsat_gen
아직 받지도 못하고 환불도 안되고,faq_dsat_gen
얼마나 발송지연되나요,faq_dsat_gen
혹시 주문한 상품을 좀더 빨리 받을수는 없을까요,faq_dsat_gen
배송이 너무 지연되네요,faq_dsat_gen
문의 답변도 없고 상품 출고도 안되고 장난하세요,faq_dsat_gen
배송이 안와,faq_dsat_gen
배송지연 이유,faq_dsat_gen
"발송지연인가요, 품절인가요",faq_dsat_gen
배송지연 한달,faq_dsat_gen
발송이 오래 걸리네요,faq_dsat_gen
택배가 늦어도 너무나 늦네요,faq_dsat_gen
물건이 안오고 있음,faq_dsat_gen
어떤 이유로 건강깔창을 안 보내고 있나요,faq_dsat_gen
주문한지 오래 됐는데 물건을 발송해 주지 않고 있습니다,faq_dsat_gen
발송지연 알아봐주신다고 하셨는데 연락이 안 오네요,faq_dsat_gen
"배송이 너무 느립니다, 무슨 문제가 있는지요",faq_dsat_gen
다른 쇼핑앱에는 재고가 있던데 제품수급이 한참 걸리는게 이해가 안되네요,faq_dsat_gen
통관절차,faq_how_cstm_clrnc
통관비용,faq_how_cstm_clrnc
통관비용을 더 내래요,faq_how_cstm_clrnc
통관비용 추가 부과,faq_how_cstm_clrnc
통관비 더 내야 해,faq_how_cstm_clrnc
통관비 얼마나 들어,faq_how_cstm_clrnc
통관비 더 내라는데,faq_how_cstm_clrnc
통관비 얼마 더 내야 해,faq_how_cstm_clrnc
통관비 더 내야 하는 거 맞아,faq_how_cstm_clrnc
해외 통관,faq_how_cstm_clrnc
해외통관,faq_how_cstm_clrnc
통관절차 보여줘,faq_how_cstm_clrnc
해외직구 절차 좀 알려주세요,faq_how_cstm_clrnc
어디서 통관절차 확인 할 수 있어,faq_how_cstm_clrnc
직구문의,faq_how_cstm_clrnc
통관절차 보여주세요,faq_how_cstm_clrnc
통관절차를 알고 싶은데,faq_how_cstm_clrnc
직구 배송 너무오래걸리는거 아닌가요,faq_how_cstm_clrnc
직구배송 너무 오래걸리는거 아닌가요,faq_how_cstm_clrnc
직구상품 배송이 왜이렇게 오래걸리죠,faq_how_cstm_clrnc
통관 시에 거치는 과정이 어떻게 돼요,faq_how_cstm_clrnc
통관 절차를 좀 알려주세요,faq_how_cstm_clrnc
통관 절차가 어떻게 되나요,faq_how_cstm_clrnc
통관 과정을 알고 싶어요,faq_how_cstm_clrnc
통관 절차를 알고 싶어,faq_how_cstm_clrnc
해외직구 상품 어떻게 우리나라에 와,faq_how_cstm_clrnc
통관 너무 오래걸려,faq_how_cstm_clrnc
통관 너무오래걸려,faq_how_cstm_clrnc
통관이 이렇게까지 오래걸리나요,faq_how_cstm_clrnc
통관이 이렇게까지 오래 걸리나요,faq_how_cstm_clrnc
통관언제돼,faq_how_cstm_clrnc
해외 배송 상품은 어떻게 배송되나요,faq_how_cstm_clrnc
통관 언제돼,faq_how_cstm_clrnc
통관 언제 돼,faq_how_cstm_clrnc
직구 배송 너무 오래걸리는거 아닌가요,faq_how_cstm_clrnc
직구상품배송이 왜이렇게 오래걸리죠,faq_how_cstm_clrnc
직구상품 배송이너무 느려요,faq_how_cstm_clrnc
직구상품 배송이 너무 느려요,faq_how_cstm_clrnc
해외직구 통관절차 어떻게 되나요,faq_how_cstm_clrnc
직구 절차가 어떻게 되어요,faq_how_cstm_clrnc
해외직구상품 어떻게 진행 되나요,faq_how_cstm_clrnc
해외상품 직구 과정 알고 싶습니다,faq_how_cstm_clrnc
해외상품 직구로 오는 과정,faq_how_cstm_clrnc
해외상품 통관 절차,faq_how_cstm_clrnc
해외상품 통관절차 까다롭게 진행 되나요,faq_how_cstm_clrnc
해외직구 통관절차 과정 문의,faq_how_cstm_clrnc
통괄언제한다는거죠,faq_how_cstm_clrnc
해외배송 왤케 느려요,faq_how_cstm_clrnc
해외 배송 상품은 얼마나 걸리나요,faq_how_cstm_clrnc
해외상품은 어떻게 들여와,faq_how_cstm_clrnc
여러 곳으로 상품을 배송하는 것이 가능한지 문의드립니다,faq_how_dlv
한 주문에 여러 장소로 배송이 가능한지 알고 싶어요,faq_how_dlv
여러 곳으로 상품을 배송할 수 있는 옵션에 대해 알려주세요,faq_how_dlv
한 번에 여러 배송지를 등록할 수 있는지 알고 싶어요,faq_how_dlv
여러 곳에 배송지를 등록할 수 있는 옵션이 있나요,faq_how_dlv
여러 곳에 배송지를 등록하는 것이 가능한지 궁금합니다,faq_how_dlv
주문 시 여러 개의 배송지를 등록할 수 있는지요,faq_how_dlv
배송지를 여러 군데로 등록하는 것이 가능한가요,faq_how_dlv
주문 시 여러 곳에 배송지를 등록할 수 있는 옵션이 있나요,faq_how_dlv
한 번에 여러 장소에 배송지를 등록하는 기능이 있을까요,faq_how_dlv
주문 시 다수의 배송지를 등록하는 방법이 있는지요,faq_how_dlv
주문 시 다수의 배송지를 등록할 수 있는지 알고 싶어요,faq_how_dlv
주문 시 여러 곳에 배송지를 등록하는 기능이 있을까요,faq_how_dlv
한 주문에 다수의 배송지를 등록하는 옵션이 있나요,faq_how_dlv
여러 장소로 배송지를 등록하는 것이 가능한지 문의드립니다,faq_how_dlv
주문 시 여러 군데에 배송지를 등록하는 방법에 대해 알려주세요,faq_how_dlv
배송지를 여러 개 등록할 수 있는 옵션에 대해 궁금합니다,faq_how_dlv
한 번에 여러 배송지를 등록하는 방법이 있는지요,faq_how_dlv
여러 곳으로 배송될 수 있게 다중 배송지를 등록하는 것이 가능한지 알려주세요,faq_how_dlv
추석 주문 건 여러 곳으로 배송하고 싶은데 가능한가요,faq_how_dlv
추석 주문 건 다중 주문 가능한가요,faq_how_dlv
여러 곳에 한번에 배송시켜야 하는데 가능한가요,faq_how_dlv
같은 상품을 여러 곳으로 배송시키려면 각각 결제해야하나요,faq_how_dlv
한번에 여러 곳으로 배송되도록 설정할 수는 없을까요,faq_how_dlv
설날 선물 여러 곳에 배송시키고 싶은데 안내해주세요,faq_how_dlv
설 선물 여러 곳에 배송시키고 싶어요,faq_how_dlv
배송지를 여러 개 등록해서 다중 배송하는 서비스는 없나요,faq_how_dlv
여러명에게 발송하려면 어떻게 해야하나요,faq_how_dlv
주문할 때 여러명이 한번에 받을 수 있게 주문 가능할까요,faq_how_dlv
여러 배송지 등록해서 주문할 수 있나요,faq_how_dlv
주문할 때 여러 곳에 보내고 싶은데 가능할까요,faq_how_dlv
여러 곳으로 배송 보내고 싶은데 기능이 있을까요,faq_how_dlv
주문시 다수의 배송지를 등록할 수 있는 기능이 있나요,faq_how_dlv
주문 시 여러 개 배송지를 등록하려는데 가능한가요,faq_how_dlv
여러 곳으로 배송 시키고 싶어요 가능한지 확인해주세요,faq_how_dlv
추석 선물세트 여러 곳으로 배송시키는 거 가능한가요,faq_how_dlv
설날 선물세트 여러 곳에 배송보내고 싶어요,faq_how_dlv
다중 배송이 가능한지 확인해주시겠어요,faq_how_dlv
명절 장바구니에 담으면 다중 배송이 가능한가요,faq_how_dlv
명절 장바구니 서비스는 명절기간에만 열리나요,faq_how_dlv
선물 세트 여러 곳으로 배송하고 싶으면 어떻게 하나요,faq_how_dlv
선물 세트 여러 곳에 배송하고 싶은데요 명절 장바구니 이용하면 되나요,faq_how_dlv
명절 장바구니가 뭐에요,faq_how_dlv
여러 배송지 설정하고 싶은데 가능한지 확인 좀 해주세요,faq_how_dlv
필요해서 그런데 여러 곳에 한번에 배송하는 서비스는 없나요,faq_how_dlv
선물 세트 여러 곳에 한번에 배송할 수는 없나요,faq_how_dlv
선물 세트 여러 곳에 배송시키고 싶은데 가능한가요,faq_how_dlv
여러 곳으로 배송시킬려면 명절 장바구니 이용하면 되나요,faq_how_dlv
명절 장바구니 어떻게 이용하는 거에요,faq_how_dlv
명절 선물 한번에 여러 곳으로 보내고 싶어요,faq_how_dlv
배송비가 두번 나갔어요,shipping_fee_twice
배송비 두번 나갔어요,shipping_fee_twice
배송비가 두번 청구된 것 같아요,shipping_fee_twice
반품신청했더니 배송비가 중복으로 청구된 것 같아요,shipping_fee_twice
반품신청했더니 배송비가 중복청구된 것 같아요,shipping_fee_twice
반품신청했더니 배송비 두번 청구된거같아요,shipping_fee_twice
배송비가 이중청구되었어요,shipping_fee_twice
배송비가 두번 청구되었어요,shipping_fee_twice
배송비가 두 번 청구되어 매우 불편합니다,shipping_fee_twice
두 번의 배송비가 청구되어 당황스럽습니다,shipping_fee_twice
배송비가 두 번 결제된 건 왜 그런 걸까요,shipping_fee_twice
배송비가 두번 결제되었는데요,shipping_fee_twice
아니 제가 잘못한 것도 아닌데 배송비를 두번 내야 합니까,shipping_fee_twice
배송비가 두 번 청구된 이유가 무엇인가요,shipping_fee_twice
왜 배송비가 두 번이나 청구된 건가요,shipping_fee_twice
배송비가 두 번씩 청구된 이유를 알고 싶어요,shipping_fee_twice
배송비가 두 번이나 청구된 것은 왜 그런 건가요,shipping_fee_twice
배송비가 두 번 청구된 이유에 대해 문의드립니다,shipping_fee_twice
배송비가 두 번 청구된 사유를 몰라 문의드립니다,shipping_fee_twice
배송비가 두 번 청구된 것에 대해 이유를 알려주시겠어요,shipping_fee_twice
배송비가 두 번이나 청구된 것에 대한 이유를 알려주세요,shipping_fee_twice
배송비가 2번 청구되었습니다,shipping_fee_twice
배송비가 두번이나 나갔는데 어떻게 된 일이죠,shipping_fee_twice
배송비가 왜 두번 나갔을까요,shipping_fee_twice
배송비가 두번 나간 이유가 도대체 뭐에요,shipping_fee_twice
배송비 두번 나갔는데 이거 환불해주시나요,shipping_fee_twice
배송비를 왜 두번 가져가죠,shipping_fee_twice
배송비 이중 청구된 것 같은데 확인해주세요,shipping_fee_twice
배송비가 이중으로 청구되었어요 확인 부탁드립니다,shipping_fee_twice
반품 신청하니까 배송비를 두번 빼가네요,shipping_fee_twice
반품 신청하면 배송비를 중복으로 청구하나요,shipping_fee_twice
반품 신청하면 무조건 배송비 이중 청구되나요,shipping_fee_twice
배송비가 두번이나 나간거 같아요,shipping_fee_twice
아니 판매자한테 귀책사유가 있는데 배송비를 2번 내야 되나요,shipping_fee_twice
판매자 귀책 사유로 반품하는 건데 배송비를 제가 두번 내야 되나요,shipping_fee_twice
배송비 왜 두번이나 내야돼요,shipping_fee_twice
배송비 왜 두번 청구돼요,shipping_fee_twice
배송비가 두번 빠져나갔어요,shipping_fee_twice
반품 배송비 중복,shipping_fee_twice
반품 배송비가 중복으로 나간거 같아요,shipping_fee_twice
그럼 배송비를 또 제가 내는 건가요,shipping_fee_twice
반품하는데 배송비 왜 두번 내요,shipping_fee_twice
반품하는데 배송비를 제가 두번 부담해야되나요,shipping_fee_twice
반품하려는데 배송비가 이중 청구되네요,shipping_fee_twice
반품하면 제가 배송비를 두번 내야 되나요,shipping_fee_twice
반품비 동봉했는데 또 낸거 같아요,shipping_fee_twice
반품비 따로 보냈는데 이중 청구 된거 같아요,shipping_fee_twice
반품비 따로 보냈어요 근데 이중으로 낸거 같아요,shipping_fee_twice
배송비가 두번 나간거 같은데 확인해주세요,shipping_fee_twice
배송비가 두번 청구된거 같은데요 어떻게 된거죠,shipping_fee_twice
배송이 다른 주소로 잘못 간 거 같은데 어떻게 해야 하나요?,faq_how_dlv_chg
도착지 변경 접수해주세요,faq_how_dlv_chg
예전 집주소로 배송이 되었습니다,faq_how_dlv_chg
주소지 잘못 입력했는데 지금 집으로 받을 방법 있나요,faq_how_dlv_chg
주문을 잘못해서 주소지가 아닌데 다시 받아볼 수 있나요,faq_how_dlv_chg
이전 주소지로 간 상품 다시 받으려면 어떻게 해야하나요,faq_how_dlv_chg
배송중인거 다른데로 갖다주세요,faq_how_dlv_chg
택배사에 전화해서 착지변경 한다고 하면 돼,faq_how_dlv_chg
착지변경은 제가 택배사로 전화해야 하는 거에요,faq_how_dlv_chg
착지변경은 얼마야,faq_how_dlv_chg
착지변경 택배사로 전화해야 하나요,faq_how_dlv_chg
착지변경 택배비 얼마야,faq_how_dlv_chg
전 집주소로 배송이 되었네요,faq_how_dlv_chg
이전 주소로 배송되었어요,faq_how_dlv_chg
예전 주소로 상품이 갔어요,faq_how_dlv_chg
착지변경 접수,faq_how_dlv_chg
착지변경 시간 얼마나 들어,faq_how_dlv_chg
주소를 잘못 설정해서 다른 곳으로 갔는데 혹시 다시 픽업해서 재배송 가능할까요,faq_how_dlv_chg
주문한 상품이 다른 데로 갔어요,faq_how_dlv_chg
주문한 상품이 다른 곳으로 배달됐어요,faq_how_dlv_chg
제가 주소를 변경햇는데 이전 주소로 배송되었어요 확인 부탁드려요,faq_how_dlv_chg
제가 주소 변경을 안해서 예전 집주소로 배송된 경우 다시 받을 해결 방안이 있을까요,faq_how_dlv_chg
전 주소지로 물건이 갔어요,faq_how_dlv_chg
이전 주소지로 배송됐어요,faq_how_dlv_chg
운송장 조회를 했는데 수신 주소가 이상한 곳으로 나와서 확인해주세요,faq_how_dlv_chg
오배송 확인,faq_how_dlv_chg
오배송 된것 같은데,faq_how_dlv_chg
오늘 착지변경 접수하면 내일 와,faq_how_dlv_chg
예전 주소로 배송되었어요,faq_how_dlv_chg
상품이 다른 곳으로 갔습니다,faq_how_dlv_chg
배송지를 잘못 입력해서 예전 집으로 갔어요,faq_how_dlv_chg
배송 잘못갔대요,faq_how_dlv_chg
배송 받을 주소를 잘못 썼는데 어떻게 다시 받죠,faq_how_dlv_chg
배송이 잘못돼서 다시 받아야하는데 택배비 또 내야하나요,faq_how_dlv_chg
주문내역에 주소가 이상한데로 나와요,faq_how_dlv_chg
착지변경 택배비 알려주세요,faq_how_dlv_chg
착지변경 접수하는 방법,faq_how_dlv_chg
착지변경 접수 방법 알려줘야지,faq_how_dlv_chg
착지변경 접수 방법 알려줘,faq_how_dlv_chg
주소 바꾸는걸 까먹어서 배송이 잘못 갔어요,faq_how_dlv_chg
주문한 물건이 오배송됐는데 어떡하죠,faq_how_dlv_chg
배송중인데 택배 받는 주소 다른데로 바꿔도 되나요,faq_how_dlv_chg
배송중인데 도착지 변경 될까요,faq_how_dlv_chg
도착지 어떻게 바꾸죠,faq_how_dlv_chg
도착지 어떻게 바꿔,faq_how_dlv_chg
도착지 변경하는법,faq_how_dlv_chg
도착지 변경하고 싶습니다,faq_how_dlv_chg
도착지 변경 되나요,faq_how_dlv_chg
착지변경,faq_how_dlv_chg
배송 시작했는데 다른데서 받을 수 있을까요,faq_how_dlv_chg
