날짜,카테고리,제품,가격,수량,매출액,고객_세그먼트,마케팅_캠페인,마케팅_채널,고객_ID,성별,연령대
2024-02-08,화장품,향수,29977.691106406575,1,29977.691106406575,신규 고객,제휴 마케팅,오프라인 광고,5151,남성,20대
2023-02-12,전자제품,노트북,328678.9743680992,1,328678.9743680992,충성 고객,신규 고객 할인,제휴 마케팅,5276,여성,50대 이상
2024-05-21,전자제품,태블릿,436516.9755227832,3,1309550.9265683496,일반 고객,신규 고객 할인,오프라인 광고,7968,여성,10대
2023-08-28,생활용품,욕실용품,48817.22608491887,2,97634.45216983774,신규 고객,회원 전용 이벤트,제휴 마케팅,5744,여성,50대 이상
2023-03-03,생활용품,세제,39626.96703107821,4,158507.86812431284,신규 고객,,이메일,4969,여성,20대
2024-02-20,생활용품,화장지,11807.07326137014,2,23614.14652274028,일반 고객,제휴 마케팅,오프라인 광고,3348,여성,10대
2023-01-31,전자제품,이어폰,387646.01809789106,4,1550584.0723915643,일반 고객,,소셜 미디어,5297,남성,50대 이상
2023-01-28,의류,하의,86660.99436553511,1,86660.99436553511,일반 고객,,제휴 마케팅,8261,남성,20대
2023-12-16,의류,아우터,53876.56884996551,3,161629.7065498965,VIP 고객,,이메일,2482,남성,30대
2023-08-01,전자제품,스마트폰,1006537.5773727654,1,1006537.5773727654,일반 고객,회원 전용 이벤트,이메일,2752,남성,20대
2024-01-01,생활용품,주방용품,32489.910160143503,1,32489.910160143503,충성 고객,,제휴 마케팅,5674,여성,40대
2023-04-18,생활용품,주방용품,41055.29835443901,4,164221.19341775603,일반 고객,,이메일,8223,남성,20대
2023-02-23,의류,신발,84458.78409233237,12,1013505.4091079885,일반 고객,,이메일,6665,여성,50대 이상
2024-02-28,전자제품,가전제품,387259.06663124316,7,2710813.466418702,일반 고객,제휴 마케팅,온라인 광고,3582,남성,30대
2023-05-04,전자제품,스마트폰,338439.49192678893,5,1692197.4596339446,VIP 고객,시즌 세일,소셜 미디어,1644,남성,40대
2024-06-11,의류,상의,30203.54051217465,5,151017.70256087327,신규 고객,,이메일,1405,남성,10대
2023-05-12,생활용품,욕실용품,46586.30906313208,4,186345.23625252832,신규 고객,시즌 세일,제휴 마케팅,8859,남성,40대
2024-07-25,식품,채소,15174.06892527743,3,45522.20677583229,일반 고객,,소셜 미디어,7386,여성,10대
2024-01-23,전자제품,태블릿,948700.8873695787,4,3794803.549478315,신규 고객,,소셜 미디어,5255,여성,50대 이상
2024-06-11,생활용품,주방용품,24427.93362016777,1,24427.93362016777,일반 고객,,소셜 미디어,8213,남성,50대 이상
2024-04-30,전자제품,스마트폰,270798.46101691,2,541596.92203382,VIP 고객,,오프라인 광고,1247,여성,20대
2023-08-09,식품,육류,9227.017798258965,4,36908.07119303586,충성 고객,회원 전용 이벤트,제휴 마케팅,3343,남성,30대
2024-05-09,식품,육류,28059.262769092013,1,28059.262769092013,충성 고객,신규 고객 할인,온라인 광고,9295,여성,30대
2023-12-30,전자제품,노트북,271089.51440163946,1,271089.51440163946,일반 고객,,제휴 마케팅,2284,여성,10대
2023-09-29,화장품,헤어케어,35382.64329692146,3,106147.92989076438,일반 고객,,제휴 마케팅,2210,남성,10대
2023-11-19,의류,아우터,84231.156473785,4,336924.62589514,충성 고객,SNS 프로모션,온라인 광고,5955,여성,20대
2024-02-02,화장품,헤어케어,54874.119413048524,1,54874.119413048524,충성 고객,제휴 마케팅,이메일,9521,남성,10대
2023-11-03,화장품,향수,17892.387233680318,1,17892.387233680318,신규 고객,SNS 프로모션,온라인 광고,4865,여성,20대
2023-07-02,의류,액세서리,120689.58037236035,3,362068.741117081,충성 고객,,오프라인 광고,3737,여성,30대
2023-06-28,화장품,메이크업,40532.79660347623,2,81065.59320695246,충성 고객,,이메일,6456,남성,20대
2024-01-24,식품,간식,28036.342034542944,1,28036.342034542944,신규 고객,,이메일,3883,여성,30대
2024-07-23,전자제품,가전제품,595953.367647529,5,2979766.838237645,일반 고객,,소셜 미디어,8943,남성,40대
2023-07-07,전자제품,노트북,228340.75271108476,4,913363.010844339,신규 고객,,오프라인 광고,5493,여성,50대 이상
2024-01-09,화장품,스킨케어,17924.96649479923,3,53774.8994843977,신규 고객,,온라인 광고,8423,여성,20대
2024-05-31,생활용품,세제,46357.013320502316,1,46357.013320502316,VIP 고객,신규 고객 할인,소셜 미디어,2563,남성,30대
2024-05-11,식품,간식,26077.292561170714,1,26077.292561170714,VIP 고객,신규 고객 할인,제휴 마케팅,5115,여성,20대
2024-03-20,의류,하의,45466.73774813584,8,363733.90198508673,신규 고객,,제휴 마케팅,6161,여성,10대
2023-06-11,화장품,메이크업,55438.711971840574,1,55438.711971840574,신규 고객,,제휴 마케팅,6644,여성,40대
2023-11-28,식품,음료,12779.298722934165,6,76675.79233760499,신규 고객,SNS 프로모션,제휴 마케팅,8829,여성,30대
2023-06-22,전자제품,노트북,802229.1817482825,1,802229.1817482825,신규 고객,,이메일,3286,남성,50대 이상
2024-06-16,생활용품,주방용품,12701.33774188727,4,50805.35096754908,일반 고객,,소셜 미디어,7445,여성,20대
2023-10-20,화장품,스킨케어,58976.62494258932,2,117953.24988517864,일반 고객,,오프라인 광고,2772,여성,20대
2024-01-11,화장품,바디케어,46729.75568697302,4,186919.02274789207,일반 고객,,온라인 광고,6177,여성,50대 이상
2023-06-18,전자제품,노트북,531368.0500145529,2,1062736.1000291058,일반 고객,,소셜 미디어,2531,남성,30대
2023-09-01,화장품,향수,36302.066676301576,4,145208.2667052063,VIP 고객,,온라인 광고,1765,남성,40대
2024-02-19,화장품,스킨케어,56862.64695713954,5,284313.2347856977,충성 고객,제휴 마케팅,온라인 광고,8725,남성,10대
2023-07-12,식품,유제품,24010.386270900643,1,24010.386270900643,일반 고객,,소셜 미디어,2044,남성,40대
2023-12-04,식품,과일,13171.60847634018,1,13171.60847634018,신규 고객,,온라인 광고,8696,남성,30대
2024-07-19,식품,유제품,15074.549208643708,5,75372.74604321853,일반 고객,,소셜 미디어,9395,여성,10대
2023-02-14,생활용품,욕실용품,13338.079602213546,2,26676.15920442709,일반 고객,신규 고객 할인,제휴 마케팅,5538,남성,50대 이상
2023-12-17,전자제품,노트북,773765.0498481403,7,5416355.348936982,일반 고객,,소셜 미디어,8467,여성,10대
2023-09-01,의류,하의,129348.51361581829,2,258697.02723163657,신규 고객,,오프라인 광고,5942,남성,10대
2023-05-09,화장품,향수,43285.87030065741,6,259715.22180394444,신규 고객,시즌 세일,온라인 광고,4356,여성,10대
2023-11-14,의류,아우터,57183.93496890048,3,171551.80490670144,일반 고객,SNS 프로모션,소셜 미디어,7019,여성,20대
2023-11-08,생활용품,세제,24098.528111248583,6,144591.1686674915,신규 고객,SNS 프로모션,오프라인 광고,2159,남성,20대
2023-10-01,식품,육류,20445.065751642684,1,20445.065751642684,신규 고객,,오프라인 광고,8570,남성,10대
2024-05-27,화장품,바디케어,44444.58829631125,3,133333.76488893374,일반 고객,신규 고객 할인,소셜 미디어,9161,여성,20대
2023-12-08,생활용품,주방용품,12957.752987643229,3,38873.258962929685,충성 고객,,이메일,4909,여성,10대
2023-06-25,생활용품,청소용품,27727.292734001934,1,27727.292734001934,신규 고객,,온라인 광고,9924,여성,50대 이상
2023-06-03,식품,육류,24079.806035737893,5,120399.03017868946,신규 고객,,이메일,5439,여성,50대 이상
2023-04-25,생활용품,화장지,23499.580570469017,1,23499.580570469017,일반 고객,,온라인 광고,9475,여성,30대
2023-05-04,화장품,메이크업,30546.01423507948,1,30546.01423507948,신규 고객,시즌 세일,제휴 마케팅,1125,여성,10대
2023-10-10,전자제품,스마트폰,220156.53256393675,4,880626.130255747,일반 고객,,이메일,8334,여성,10대
2023-09-27,전자제품,노트북,117824.78473411046,5,589123.9236705523,VIP 고객,,이메일,7148,남성,50대 이상
2024-05-26,생활용품,화장지,28154.206635695944,2,56308.41327139189,신규 고객,신규 고객 할인,제휴 마케팅,5168,남성,40대
2023-08-10,의류,상의,94724.39232326191,6,568346.3539395714,충성 고객,회원 전용 이벤트,이메일,1903,여성,30대
2024-04-22,식품,채소,5551.098987331319,4,22204.395949325277,충성 고객,,온라인 광고,4605,여성,20대
2023-08-08,화장품,메이크업,23840.839827220843,7,166885.87879054592,충성 고객,회원 전용 이벤트,이메일,1687,여성,20대
2023-11-26,화장품,메이크업,23261.549816319577,1,23261.549816319577,일반 고객,SNS 프로모션,오프라인 광고,7493,남성,20대
2023-07-22,생활용품,주방용품,19010.03808715745,2,38020.0761743149,신규 고객,,제휴 마케팅,2297,여성,40대
2023-11-15,식품,채소,14155.556287174553,4,56622.22514869821,VIP 고객,SNS 프로모션,이메일,1598,여성,40대
2024-03-21,화장품,향수,15025.385168906865,1,15025.385168906865,일반 고객,,소셜 미디어,5114,여성,20대
2024-01-08,식품,간식,9826.063464385245,3,29478.19039315573,충성 고객,,온라인 광고,7621,남성,40대
2023-10-24,전자제품,노트북,445508.6096316999,1,445508.6096316999,신규 고객,,제휴 마케팅,8644,여성,50대 이상
2023-08-16,식품,유제품,16679.05468362311,1,16679.05468362311,VIP 고객,회원 전용 이벤트,이메일,4485,여성,20대
2023-01-21,식품,유제품,6160.694894466741,4,24642.779577866964,충성 고객,,오프라인 광고,7099,남성,50대 이상
2023-11-24,전자제품,가전제품,131578.21328247042,4,526312.8531298817,신규 고객,SNS 프로모션,온라인 광고,7295,남성,20대
2024-01-01,화장품,헤어케어,41084.84666684102,2,82169.69333368204,일반 고객,,이메일,8270,여성,20대
2024-04-14,의류,상의,138842.6937977285,3,416528.08139318554,신규 고객,,오프라인 광고,2009,남성,30대
2023-02-04,의류,상의,147468.51491065006,6,884811.0894639003,신규 고객,신규 고객 할인,온라인 광고,2698,여성,50대 이상
2023-01-08,식품,육류,20261.750869875374,4,81047.0034795015,일반 고객,,제휴 마케팅,5970,여성,20대
2023-04-01,의류,상의,132094.4790551722,1,132094.4790551722,일반 고객,,이메일,4710,남성,40대
2023-08-01,화장품,스킨케어,14880.469714748748,2,29760.939429497495,일반 고객,회원 전용 이벤트,이메일,3229,여성,40대
2023-09-25,의류,하의,41780.04401009471,7,292460.30807066296,VIP 고객,,오프라인 광고,9122,여성,20대
2023-02-05,식품,채소,13198.217517963569,4,52792.870071854275,신규 고객,신규 고객 할인,제휴 마케팅,2875,남성,40대
2023-01-22,식품,간식,28972.77820126948,1,28972.77820126948,일반 고객,,소셜 미디어,5864,남성,40대
2023-02-04,전자제품,이어폰,470535.9861243002,1,470535.9861243002,신규 고객,신규 고객 할인,제휴 마케팅,6994,여성,10대
2024-01-17,전자제품,태블릿,611270.7078264928,1,611270.7078264928,신규 고객,,오프라인 광고,3328,여성,50대 이상
2024-01-20,전자제품,태블릿,1056481.0859437566,1,1056481.0859437566,신규 고객,,제휴 마케팅,1938,여성,20대
2023-01-25,의류,신발,83969.04139474,7,587783.28976318,일반 고객,,오프라인 광고,9697,여성,40대
2023-08-01,식품,유제품,15047.65802855344,10,150476.5802855344,신규 고객,회원 전용 이벤트,이메일,8520,남성,20대
2023-01-30,의류,하의,34141.62948966073,4,136566.51795864291,일반 고객,,제휴 마케팅,5181,여성,30대
2024-01-30,식품,유제품,17782.654495073533,3,53347.9634852206,일반 고객,,제휴 마케팅,1014,여성,40대
2023-04-11,생활용품,욕실용품,32636.482633869025,1,32636.482633869025,일반 고객,,소셜 미디어,3767,남성,30대
2024-01-05,의류,액세서리,113427.06995999368,4,453708.2798399747,신규 고객,,이메일,1309,남성,20대
2024-01-26,화장품,스킨케어,33327.69359114739,3,99983.08077344217,일반 고객,,이메일,4138,남성,20대
2024-05-29,화장품,헤어케어,36509.38594875068,4,146037.5437950027,충성 고객,신규 고객 할인,소셜 미디어,4945,남성,40대
2023-04-20,의류,액세서리,128660.00302297213,1,128660.00302297213,일반 고객,,오프라인 광고,4817,남성,30대
2023-10-11,의류,상의,75938.4817190956,1,75938.4817190956,신규 고객,,이메일,5394,남성,50대 이상
2023-10-08,식품,음료,16188.28913967652,4,64753.15655870608,신규 고객,,이메일,9305,남성,20대
2023-08-11,의류,상의,73497.62237103,5,367488.11185514997,VIP 고객,회원 전용 이벤트,오프라인 광고,8482,여성,10대
2023-05-03,전자제품,이어폰,439432.0081229634,8,3515456.0649837074,신규 고객,시즌 세일,이메일,2615,남성,50대 이상
2024-04-18,화장품,바디케어,37548.890595185694,7,262842.23416629987,충성 고객,,온라인 광고,5347,여성,10대
2023-05-02,식품,음료,18658.990532391137,4,74635.96212956455,일반 고객,시즌 세일,온라인 광고,2993,여성,40대
2023-04-08,식품,간식,11319.93054445729,5,56599.652722286446,일반 고객,,이메일,9708,여성,50대 이상
2024-02-28,의류,액세서리,64463.81684660533,5,322319.08423302666,VIP 고객,제휴 마케팅,온라인 광고,4032,남성,20대
2023-08-24,식품,간식,19809.065126384747,5,99045.32563192374,VIP 고객,회원 전용 이벤트,소셜 미디어,8430,여성,20대
2024-06-24,전자제품,노트북,529334.8749116305,3,1588004.6247348916,신규 고객,,오프라인 광고,8396,남성,20대
2023-12-12,생활용품,주방용품,22751.98763853483,1,22751.98763853483,신규 고객,,소셜 미디어,4446,남성,20대
2024-04-08,화장품,바디케어,17732.84875200718,4,70931.39500802872,VIP 고객,,온라인 광고,5722,여성,30대
2023-08-28,의류,아우터,67855.91356046138,5,339279.5678023069,일반 고객,회원 전용 이벤트,제휴 마케팅,8652,여성,30대
2024-06-21,화장품,헤어케어,81766.47336782217,4,327065.89347128867,충성 고객,,이메일,6676,여성,10대
2023-02-02,생활용품,욕실용품,18487.676979484153,1,18487.676979484153,신규 고객,신규 고객 할인,온라인 광고,3871,남성,10대
2023-05-28,의류,하의,72387.25362657564,6,434323.5217594538,VIP 고객,시즌 세일,온라인 광고,9392,여성,30대
2023-12-19,식품,과일,13447.736955969454,4,53790.94782387782,신규 고객,,이메일,8656,여성,30대
2024-07-16,의류,액세서리,152327.8713785459,5,761639.3568927295,신규 고객,,소셜 미디어,3083,여성,40대
2023-01-27,의류,아우터,116500.12083750448,1,116500.12083750448,일반 고객,,소셜 미디어,1130,여성,30대
2023-10-12,화장품,바디케어,59987.28176819877,5,299936.4088409939,일반 고객,,온라인 광고,4615,남성,10대
2023-02-17,의류,상의,130973.18610242034,2,261946.37220484068,신규 고객,,소셜 미디어,4783,여성,20대
2024-03-23,전자제품,태블릿,757708.6508316885,4,3030834.603326754,일반 고객,,제휴 마케팅,4933,여성,10대
2023-05-22,전자제품,스마트폰,565469.9926278049,2,1130939.9852556097,신규 고객,시즌 세일,온라인 광고,6499,여성,50대 이상
2023-09-17,식품,음료,11728.709212694648,4,46914.83685077859,신규 고객,,온라인 광고,8227,여성,30대
2024-04-11,전자제품,가전제품,615525.191068325,1,615525.191068325,일반 고객,,제휴 마케팅,3042,남성,20대
2024-07-28,생활용품,청소용품,15914.659251517605,3,47743.97775455282,충성 고객,,제휴 마케팅,1703,여성,30대
2023-04-01,생활용품,청소용품,49529.872745551154,1,49529.872745551154,충성 고객,,오프라인 광고,3685,남성,30대
2023-08-26,식품,육류,20104.604956961794,1,20104.604956961794,충성 고객,회원 전용 이벤트,온라인 광고,3401,여성,10대
2023-09-12,화장품,스킨케어,73760.61209401977,5,368803.06047009886,신규 고객,,온라인 광고,7815,남성,40대
2023-03-12,생활용품,화장지,14468.332870122858,4,57873.33148049143,신규 고객,,오프라인 광고,7337,남성,20대
2023-08-05,식품,채소,4990.581738717668,6,29943.490432306004,일반 고객,회원 전용 이벤트,오프라인 광고,3361,여성,30대
2023-01-09,의류,하의,123162.6633785899,6,738975.9802715394,일반 고객,,오프라인 광고,4666,여성,20대
2023-02-10,전자제품,노트북,434172.59153497935,6,2605035.549209876,VIP 고객,신규 고객 할인,온라인 광고,1703,여성,20대
2024-06-01,식품,음료,18050.77538661514,1,18050.77538661514,충성 고객,,온라인 광고,4537,남성,10대
2023-12-29,화장품,바디케어,76515.66594977584,5,382578.3297488792,충성 고객,,제휴 마케팅,4260,여성,10대
2023-02-14,식품,음료,6895.718357258251,3,20687.155071774752,충성 고객,신규 고객 할인,제휴 마케팅,1142,남성,20대
2023-02-02,화장품,향수,41548.44295972523,1,41548.44295972523,신규 고객,신규 고객 할인,제휴 마케팅,7057,여성,40대
2024-05-07,전자제품,이어폰,1002277.0805139772,5,5011385.402569886,충성 고객,신규 고객 할인,이메일,3127,남성,20대
2023-03-16,의류,액세서리,127471.3272050791,2,254942.6544101582,신규 고객,,온라인 광고,2380,남성,40대
2023-09-27,식품,간식,15919.551494745005,3,47758.65448423501,신규 고객,,제휴 마케팅,9917,남성,30대
2023-10-11,생활용품,청소용품,38112.834245194026,2,76225.66849038805,충성 고객,,제휴 마케팅,4516,남성,50대 이상
2023-08-06,생활용품,화장지,20481.131974233547,1,20481.131974233547,일반 고객,회원 전용 이벤트,제휴 마케팅,8230,여성,30대
2024-06-13,전자제품,이어폰,1023595.10583451,3,3070785.3175035296,일반 고객,,오프라인 광고,8539,남성,30대
2023-10-17,화장품,바디케어,60057.98911244899,2,120115.97822489798,신규 고객,,오프라인 광고,2203,여성,40대
2024-01-23,생활용품,청소용품,19885.645437698324,4,79542.5817507933,신규 고객,,이메일,9506,여성,20대
2023-12-23,의류,상의,131681.60938814716,1,131681.60938814716,신규 고객,,제휴 마케팅,4505,여성,30대
2023-10-17,화장품,향수,35373.1106386308,1,35373.1106386308,신규 고객,,온라인 광고,1557,여성,50대 이상
2023-03-09,화장품,헤어케어,22775.981332824846,1,22775.981332824846,신규 고객,,온라인 광고,8797,남성,50대 이상
2024-02-13,식품,간식,26082.235912386084,4,104328.94364954434,신규 고객,제휴 마케팅,오프라인 광고,7576,남성,40대
2023-11-26,생활용품,청소용품,38910.94000998442,2,77821.88001996884,신규 고객,SNS 프로모션,제휴 마케팅,6247,여성,30대
2023-12-22,식품,간식,26636.497118418818,6,159818.9827105129,신규 고객,,소셜 미디어,2898,여성,30대
2023-04-11,생활용품,주방용품,12331.35327926595,5,61656.76639632975,신규 고객,,온라인 광고,9098,남성,10대
2024-01-12,전자제품,이어폰,201914.47646659677,4,807657.9058663871,일반 고객,,소셜 미디어,5120,남성,40대
2024-06-19,화장품,스킨케어,21678.74945902586,2,43357.49891805172,충성 고객,,오프라인 광고,2530,남성,40대
2024-04-23,전자제품,스마트폰,669083.4181069888,4,2676333.672427955,일반 고객,,소셜 미디어,8948,남성,30대
2024-06-25,생활용품,욕실용품,29618.514075888565,1,29618.514075888565,충성 고객,,소셜 미디어,7095,남성,40대
2023-10-18,의류,아우터,20231.471858699406,5,101157.35929349702,일반 고객,,소셜 미디어,1439,남성,20대
2023-06-17,의류,상의,142590.5085775047,3,427771.5257325141,충성 고객,,이메일,8953,남성,10대
2023-04-03,식품,간식,23764.109124374536,2,47528.21824874907,일반 고객,,제휴 마케팅,3758,남성,40대
2023-10-26,생활용품,욕실용품,40883.30696638272,1,40883.30696638272,일반 고객,,오프라인 광고,5819,남성,50대 이상
2024-01-08,식품,음료,25363.59125958795,5,126817.95629793975,신규 고객,,이메일,2735,여성,50대 이상
2023-11-06,화장품,메이크업,80040.77439677394,1,80040.77439677394,일반 고객,SNS 프로모션,이메일,3444,여성,30대
2023-06-27,화장품,헤어케어,78768.94180848578,2,157537.88361697155,충성 고객,,이메일,1734,여성,50대 이상
2023-12-26,생활용품,주방용품,17712.733251534195,5,88563.66625767098,VIP 고객,,이메일,4374,남성,20대
2023-10-08,전자제품,가전제품,651337.5264348934,3,1954012.5793046802,일반 고객,,제휴 마케팅,5299,여성,40대
2023-02-17,의류,액세서리,102588.48814599932,5,512942.4407299966,일반 고객,,소셜 미디어,3017,남성,40대
2024-01-31,의류,액세서리,56759.01651131901,1,56759.01651131901,일반 고객,,제휴 마케팅,3479,남성,40대
2023-07-29,화장품,향수,37253.889819025084,3,111761.66945707524,VIP 고객,,이메일,7034,남성,50대 이상
2023-09-25,전자제품,스마트폰,598236.7153154532,1,598236.7153154532,신규 고객,,제휴 마케팅,3760,남성,10대
2024-02-26,화장품,메이크업,63218.04509415563,6,379308.2705649338,신규 고객,제휴 마케팅,온라인 광고,8808,남성,20대
2024-06-03,화장품,향수,25778.358935624543,5,128891.79467812271,일반 고객,,이메일,4626,여성,30대
2023-05-28,식품,유제품,23756.902943196594,3,71270.70882958978,VIP 고객,시즌 세일,이메일,6975,남성,30대
2023-01-18,생활용품,욕실용품,30324.177021939777,1,30324.177021939777,신규 고객,,제휴 마케팅,1643,남성,10대
2024-04-07,전자제품,이어폰,259828.4413039304,1,259828.4413039304,충성 고객,,이메일,1244,여성,50대 이상
2023-06-06,생활용품,화장지,48949.440875978114,6,293696.6452558687,충성 고객,,이메일,6506,남성,10대
2024-04-20,화장품,헤어케어,61654.19433081407,4,246616.77732325628,신규 고객,,오프라인 광고,7883,남성,40대
2023-08-22,의류,아우터,51711.51376037166,1,51711.51376037166,일반 고객,회원 전용 이벤트,소셜 미디어,6544,여성,20대
2023-05-16,전자제품,가전제품,641171.6062866035,1,641171.6062866035,일반 고객,시즌 세일,소셜 미디어,2911,여성,20대
2023-01-29,생활용품,세제,22080.74325744836,1,22080.74325744836,일반 고객,,소셜 미디어,6789,남성,30대
2023-12-20,생활용품,세제,29303.13115243379,8,234425.04921947033,VIP 고객,,온라인 광고,3590,남성,30대
2024-07-30,화장품,스킨케어,63439.47696988107,5,317197.3848494054,신규 고객,,온라인 광고,3041,남성,20대
2024-01-01,생활용품,화장지,50628.491342293964,1,50628.491342293964,신규 고객,,온라인 광고,2231,여성,50대 이상
2023-03-10,전자제품,태블릿,689217.6153570097,2,1378435.2307140194,VIP 고객,,제휴 마케팅,6062,남성,50대 이상
2023-04-03,생활용품,욕실용품,19303.91966524957,1,19303.91966524957,충성 고객,,소셜 미디어,3350,여성,30대
2023-09-30,의류,아우터,123199.39545278001,2,246398.79090556002,일반 고객,,제휴 마케팅,9351,여성,40대
2023-10-28,전자제품,노트북,283705.2954432214,4,1134821.1817728856,VIP 고객,,온라인 광고,4854,여성,40대
2024-07-30,전자제품,스마트폰,824679.8225592528,6,4948078.935355517,충성 고객,,오프라인 광고,5301,남성,10대
2023-01-29,전자제품,가전제품,228305.90913852662,2,456611.81827705324,일반 고객,,제휴 마케팅,6702,여성,30대
2023-07-28,식품,채소,23880.161322460368,4,95520.64528984147,신규 고객,,오프라인 광고,4234,여성,20대
2023-11-14,생활용품,욕실용품,22746.794037355005,3,68240.38211206501,일반 고객,SNS 프로모션,소셜 미디어,1266,여성,30대
2023-01-14,의류,상의,22211.632673115528,3,66634.89801934658,일반 고객,,이메일,6755,여성,10대
2023-07-05,화장품,메이크업,31798.184142664606,1,31798.184142664606,충성 고객,,제휴 마케팅,7508,남성,20대
2023-06-17,의류,상의,53382.8867152701,3,160148.66014581028,일반 고객,,이메일,3716,여성,30대
2023-03-06,화장품,향수,42225.25299586687,2,84450.50599173373,충성 고객,,오프라인 광고,3537,남성,20대
2023-04-30,화장품,메이크업,65566.92088158797,1,65566.92088158797,신규 고객,,이메일,9466,남성,40대
2023-08-09,의류,신발,150399.96910326052,6,902399.814619563,일반 고객,회원 전용 이벤트,온라인 광고,9848,여성,40대
2023-04-21,의류,신발,91630.1257977965,4,366520.503191186,VIP 고객,,이메일,5910,여성,50대 이상
2024-07-15,식품,채소,22142.530103512214,4,88570.12041404886,신규 고객,,제휴 마케팅,9872,여성,30대
2024-07-20,의류,하의,72426.90960669155,3,217280.72882007464,VIP 고객,,오프라인 광고,9073,남성,40대
2023-04-24,의류,하의,92538.17102703615,5,462690.85513518075,신규 고객,,온라인 광고,4654,여성,30대
2023-09-21,화장품,스킨케어,17125.152686425532,2,34250.305372851064,VIP 고객,,이메일,1392,여성,20대
2023-02-10,의류,액세서리,131299.75643375408,6,787798.5386025244,VIP 고객,신규 고객 할인,온라인 광고,7873,여성,30대
2023-08-16,의류,아우터,158915.18501819717,3,476745.5550545915,일반 고객,회원 전용 이벤트,제휴 마케팅,8587,남성,10대
2024-03-29,전자제품,노트북,945811.5619459337,2,1891623.1238918675,신규 고객,,오프라인 광고,6503,남성,20대
2023-06-28,생활용품,세제,22956.338453761346,1,22956.338453761346,신규 고객,,이메일,7927,여성,10대
2023-11-07,전자제품,이어폰,343129.1235908984,8,2745032.9887271873,일반 고객,SNS 프로모션,소셜 미디어,5371,여성,20대
2023-04-10,전자제품,가전제품,431559.9717396972,3,1294679.9152190916,일반 고객,,이메일,4942,남성,30대
2024-05-10,전자제품,태블릿,402276.8740190757,5,2011384.3700953785,VIP 고객,신규 고객 할인,제휴 마케팅,7330,여성,50대 이상
2024-04-16,의류,신발,52996.2805986688,2,105992.5611973376,일반 고객,,소셜 미디어,6593,남성,40대
2023-01-29,생활용품,화장지,46351.97618339178,2,92703.95236678356,일반 고객,,제휴 마케팅,8218,남성,50대 이상
2024-02-12,생활용품,화장지,36206.69638616245,3,108620.08915848736,일반 고객,제휴 마케팅,오프라인 광고,1038,남성,30대
2023-09-20,식품,육류,16513.14807757101,6,99078.88846542608,신규 고객,,이메일,9467,여성,30대
2023-11-15,화장품,향수,83498.83433704713,5,417494.17168523563,충성 고객,SNS 프로모션,오프라인 광고,7758,여성,50대 이상
2023-08-24,화장품,스킨케어,33636.557141412246,7,235455.89998988571,일반 고객,회원 전용 이벤트,온라인 광고,1735,남성,50대 이상
2023-01-29,의류,상의,132745.53744891062,6,796473.2246934636,신규 고객,,온라인 광고,1330,남성,40대
2023-11-02,전자제품,스마트폰,164050.9341243823,5,820254.6706219115,VIP 고객,SNS 프로모션,이메일,6441,여성,10대
2024-03-28,의류,하의,50748.56986843582,1,50748.56986843582,VIP 고객,,온라인 광고,5473,남성,40대
2023-11-22,의류,상의,84182.21660814155,1,84182.21660814155,신규 고객,SNS 프로모션,제휴 마케팅,1268,남성,10대
2024-02-13,생활용품,화장지,30611.701815817734,2,61223.40363163547,일반 고객,제휴 마케팅,이메일,9756,여성,40대
2023-12-13,전자제품,이어폰,262350.09497368184,8,2098800.7597894548,VIP 고객,,오프라인 광고,9330,남성,50대 이상
2023-10-07,의류,신발,138134.37117511366,1,138134.37117511366,신규 고객,,이메일,7992,남성,20대
2024-03-21,의류,하의,145985.46138049566,6,875912.7682829739,신규 고객,,오프라인 광고,4824,여성,40대
2023-08-19,의류,상의,68040.402250643,5,340202.011253215,일반 고객,회원 전용 이벤트,온라인 광고,1244,여성,20대
2023-01-19,식품,간식,17305.909378477358,2,34611.818756954715,일반 고객,,소셜 미디어,7146,여성,40대
2023-11-29,전자제품,이어폰,303257.2870296683,4,1213029.1481186731,신규 고객,SNS 프로모션,이메일,8296,여성,10대
2024-03-31,의류,상의,87695.09828956788,8,701560.786316543,충성 고객,,소셜 미디어,3795,여성,40대
2024-05-28,전자제품,가전제품,651091.5384348119,7,4557640.769043683,일반 고객,신규 고객 할인,오프라인 광고,7404,여성,50대 이상
2023-03-01,생활용품,욕실용품,15597.200959061678,5,77986.00479530838,신규 고객,,제휴 마케팅,1500,남성,10대
2024-02-01,화장품,스킨케어,41026.60330065993,5,205133.01650329964,충성 고객,제휴 마케팅,온라인 광고,7381,여성,50대 이상
2023-08-13,화장품,바디케어,62934.47451910003,2,125868.94903820007,신규 고객,회원 전용 이벤트,소셜 미디어,1872,남성,50대 이상
2023-08-25,화장품,헤어케어,34227.801742960866,1,34227.801742960866,일반 고객,회원 전용 이벤트,제휴 마케팅,4784,여성,30대
2023-11-18,의류,신발,69201.70536647309,8,553613.6429317847,신규 고객,SNS 프로모션,제휴 마케팅,3809,남성,40대
2023-02-28,의류,신발,48491.37925951782,2,96982.75851903563,충성 고객,,소셜 미디어,5996,남성,10대
2023-01-06,의류,하의,73918.9677222318,3,221756.90316669538,신규 고객,,이메일,8767,여성,20대
2024-01-26,식품,육류,26924.257351757315,4,107697.02940702926,신규 고객,,제휴 마케팅,9659,남성,10대
