,intent_name,input,result
592,배송 문제 및 오배송 문의,뚜껑 한 개가 불량이 왔어요,상품 하자 및 품질 불량 문의
593,배송 문제 및 오배송 문의,단추 하나가 없어요,배송 문제 및 오배송 문의
594,배송 문제 및 오배송 문의,깨져옴,상품 하자 및 품질 불량 문의
595,배송 문제 및 오배송 문의,깨져서 배송됐어,배송 문제 및 오배송 문의
596,배송 문제 및 오배송 문의,과일도 상해있고 물러있고 이게 뭡니까,상품 하자 및 품질 불량 문의
597,배송 문제 및 오배송 문의,고장난 게 왔는데,배송 문제 및 오배송 문의
598,배송 문제 및 오배송 문의,계란이 다 깨져 왔어요,배송 문제 및 오배송 문의
599,배송 문제 및 오배송 문의,66사이즈 주문했는데 55사이즈로 배송되었습니다,주문상품 사이즈 변경
600,배송 문제 및 오배송 문의,화면이랑 차이가 너무 심해,상품 하자 및 품질 불량 문의
601,배송 문제 및 오배송 문의,화면이랑 너무 달라,상품 하자 및 품질 불량 문의
602,배송 문제 및 오배송 문의,호박 상태가 모두 무르고 얼어 있어서 교환이나 환불해주세요,배송 문제 및 오배송 문의
603,배송 문제 및 오배송 문의,하자 상품,상품 하자 및 품질 불량 문의
604,배송 문제 및 오배송 문의,하자 문의,상품 하자 및 품질 불량 문의
605,배송 문제 및 오배송 문의,품질불량,상품 하자 및 품질 불량 문의
606,배송 문제 및 오배송 문의,파손된 상품,상품 하자 및 품질 불량 문의
607,배송 문제 및 오배송 문의,파손 상품 교환할건데 교환비 내야되나요,상품 교환/반품 관련
608,배송 문제 및 오배송 문의,티소매부분에 구멍이 나있습니다,상품 하자 및 품질 불량 문의
609,배송 문제 및 오배송 문의,터져서 왔어요,배송 문제 및 오배송 문의
610,배송 문제 및 오배송 문의,카메라 렌즈 속에 이물질이 들어밌어요,상품 하자 및 품질 불량 문의
611,배송 문제 및 오배송 문의,주문하지않은상품,주문 문의
612,배송 문제 및 오배송 문의,주소지가 변경되었는데 예전 배송지로 물건이 배송된 것 같습니다,배송 문제 및 오배송 문의
613,배송 문제 및 오배송 문의,주소지 잘못 입력했는데 지금 집으로 받을 방법 있나요,배송 문제 및 오배송 문의
614,배송 문제 및 오배송 문의,주소지 오류로 다른 데로 갔는데 받을 방법 없나요,배송 문제 및 오배송 문의
615,배송 문제 및 오배송 문의,주소를 잘못 설정해서 다른 곳으로 갔는데 혹시 다시 픽업해서 재배송 가능할까요,배송 문제 및 오배송 문의
616,배송 문제 및 오배송 문의,주소가 예전 주소로 주문을 해서 주문취소 부탁합니다,다중배송 관련
617,배송 문제 및 오배송 문의,주소 바꾸는걸 까먹어서 배송이 잘못 갔어요,배송 문제 및 오배송 문의
618,배송 문제 및 오배송 문의,주문한 상품이 다른 데로 갔어요,배송 문제 및 오배송 문의
619,배송 문제 및 오배송 문의,주문한 상품이 다른 곳으로 배달됐어요,다중배송 관련
620,배송 문제 및 오배송 문의,주문한 물건이 오배송됐는데 어떡하죠,배송 문제 및 오배송 문의
621,배송 문제 및 오배송 문의,주문을 잘못해서 주소지가 아닌데 다시 받아볼 수 있나요,배송 문제 및 오배송 문의
622,배송 문제 및 오배송 문의,주문내역에 주소가 이상한데로 나와요,다중배송 관련
623,배송 문제 및 오배송 문의,제품이 다른 주소지로 배달되었으니 확인해주세요,미수령/미배송 문의
624,배송 문제 및 오배송 문의,제가 주소를 변경햇는데 이전 주소로 배송되었어요 확인 부탁드려요,미인도/재배송 관련
625,배송 문제 및 오배송 문의,제가 주소 변경을 안해서 예전 집주소로 배송된 경우 다시 받을 해결 방안이 있을까요,미인도/재배송 관련
626,배송 문제 및 오배송 문의,전 집주소로 배송이 되었네요,배송 문제 및 오배송 문의
627,배송 문제 및 오배송 문의,전 주소지로 물건이 갔어요,미수령/미배송 문의
628,배송 문제 및 오배송 문의,잘못 보냈는데 제가 다시 받을 수 있을까요,배송 문제 및 오배송 문의
629,배송 문제 및 오배송 문의,이전 주소지로 오배송되었습니다,배송 문제 및 오배송 문의
630,배송 문제 및 오배송 문의,이전 주소지로 배송됐어요,배송 문제 및 오배송 문의
631,배송 문제 및 오배송 문의,이전 주소지로 간 상품 다시 받으려면 어떻게 해야하나요,미인도/재배송 관련
632,배송 문제 및 오배송 문의,이전 주소로 배송되었어요,배송 가능 시간 문의
633,배송 문제 및 오배송 문의,이사오기 전 주소지로 갔어요,배송 문제 및 오배송 문의
634,배송 문제 및 오배송 문의,이미 잘못된 주소로 도착했는데 어떻게 하나요,배송 문제 및 오배송 문의
635,배송 문제 및 오배송 문의,운송장 조회를 했는데 수신 주소가 이상한 곳으로 나와서 확인해주세요,배송 문제 및 오배송 문의
636,배송 문제 및 오배송 문의,옛날 주소 입력해서 거기로 잘못 갔어요,배송 문제 및 오배송 문의
637,배송 문제 및 오배송 문의,예전주소지로 배송완료 문자를 받았어요,배송 문제 및 오배송 문의
638,배송 문제 및 오배송 문의,예전 집주소로 배송이 되었습니다,배송 문제 및 오배송 문의
639,배송 문제 및 오배송 문의,예전 주소지에 남아있는 상품 다시 갖고올 수 있나요,배송 문제 및 오배송 문의
640,배송 문제 및 오배송 문의,예전 주소로 시켜서 잘못 간 상품 받고 싶어요,배송 문제 및 오배송 문의
641,배송 문제 및 오배송 문의,예전 주소로 상품이 갔어요,배송 문제 및 오배송 문의
642,배송 문제 및 오배송 문의,예전 주소로 배송되었어요,배송 문제 및 오배송 문의
643,배송 문제 및 오배송 문의,송장번호가 잘못 출력했는지 다른 곳으로 배송되었네요,배송 문제 및 오배송 문의
644,배송 문제 및 오배송 문의,서울로 이사를 왔는데 주소변경을 안하고 주문을해서 이전 주소로 잘못 배송됐네요 서울 신주소로 받을 수 있는 방법이 있나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
645,배송 문제 및 오배송 문의,상품이 예전 주소로 배송이 되었습니다,상품 교환/반품 관련
646,배송 문제 및 오배송 문의,상품이 다른 주소로 간것 같아요,배송 문제 및 오배송 문의
647,배송 문제 및 오배송 문의,상품이 다른 곳으로 갔습니다,배송 문제 및 오배송 문의
648,배송 문제 및 오배송 문의,다른 집으로 배송해서 지금 찾을 수도 없는데요,배송 문제 및 오배송 문의
649,배송 문제 및 오배송 문의,다른 집으로 배송이 된 것 같아요,배송 문제 및 오배송 문의
650,배송 문제 및 오배송 문의,다른 집으로 배송이 되어서 못 받았어요,배송 문제 및 오배송 문의
651,배송 문제 및 오배송 문의,다른 집으로 배송돼서 상품을 못 받았어요,배송 문제 및 오배송 문의
652,배송 문제 및 오배송 문의,다른 주소로 오배송하셨어요,배송 문제 및 오배송 문의
653,배송 문제 및 오배송 문의,오배송 확인,배송 문제 및 오배송 문의
654,배송 문제 및 오배송 문의,오배송 된것 같은데,배송비 이중청구 관련
655,배송 문제 및 오배송 문의,배송지를 잘못 입력해서 상품을 못 받았어요. 수거해서 다른 배송지로 다시 받을 수 있을까요,배송 문제 및 오배송 문의
656,배송 문제 및 오배송 문의,배송중인데 택배 받는 주소 다른데로 바꿔도 되나요,미인도/재배송 관련
657,배송 문제 및 오배송 문의,배송중인데 다른데서 받을 수 있게 해주세요,환불/취소 문의
658,배송 문제 및 오배송 문의,배송중인데 다른데서 받고싶어요,배송 문제 및 오배송 문의
659,배송 문제 및 오배송 문의,배송중인거 다른데로 갖다주세요,배송 문제 및 오배송 문의
660,배송 문제 및 오배송 문의,배송이 다른 주소로 잘못 간 거 같은데 어떻게 해야하나요,배송 문제 및 오배송 문의
661,배송 문제 및 오배송 문의,배송이 다른 주소로 잘못 간 거 같은데 어떻게 해야 하나요?,배송 문제 및 오배송 문의
662,배송 문제 및 오배송 문의,배송 시작했는데 다른데서 받을 수 있을까요,배송지연/조회 관련
663,배송 문제 및 오배송 문의,다른주소로 배송되었어요,배송 문제 및 오배송 문의
664,배송 문제 및 오배송 문의,다른데로 상품이 갔어요,배송 문제 및 오배송 문의
665,배송 문제 및 오배송 문의,다른 주소지로배달됐는데 회수하여 받을 수 있나요,배송 문제 및 오배송 문의
666,배송 문제 및 오배송 문의,다른 주소로 상품이 배송되었습니다,상품 교환/반품 관련
667,배송 문제 및 오배송 문의,다른 주소로 배송되었습니다,배송 문제 및 오배송 문의
668,배송 문제 및 오배송 문의,다른 데로 간 상품을 다시 우리집 주소로 받을 수 있어요,배송 문제 및 오배송 문의
669,배송 문제 및 오배송 문의,다른 곳으로 배송되었어요,배송 문제 및 오배송 문의
670,배송 문제 및 오배송 문의,구매한 상품이 다른 주소로 배송된 것 같은데 어떻게 해야 하나요,상품 하자 및 품질 불량 문의
671,배송 문제 및 오배송 문의,교환 완료 됐는데 안와서 보니까 주소가 이전 주소로 보내진 것 같은데요,미인도/재배송 관련
672,배송 문제 및 오배송 문의,제가 주문한게 아니라 다른 사람이 주문한 상품이 왔어요,주문취소 후 재결제 관련
673,배송 문제 및 오배송 문의,제가 주문한건 안오고 다른 사람 거가 왔어요,배송 문제 및 오배송 문의
674,배송 문제 및 오배송 문의,우리 집으로 남의 택배가 도착했는데 확인 가능할까요,배송 문제 및 오배송 문의
675,배송 문제 및 오배송 문의,옆집으로 오배송되었었어요,배송 문제 및 오배송 문의
676,배송 문제 및 오배송 문의,옆집에 잘못 배송됐어요,배송 문제 및 오배송 문의
677,배송 문제 및 오배송 문의,배송착오,배송 문제 및 오배송 문의
678,배송 문제 및 오배송 문의,배송받았는데 주문내역과 다릅니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
679,배송 문제 및 오배송 문의,롯데마트에서 배송된 상품이 주문한 것과 다릅니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
680,배송 문제 및 오배송 문의,다른상품이 배송됐는데 어떻게 해야되죠?,미인도/재배송 관련
681,배송 문제 및 오배송 문의,다른상품 배송됨,배송 문제 및 오배송 문의
682,배송 문제 및 오배송 문의,다른 상품 배송,배송 문제 및 오배송 문의
683,배송 문제 및 오배송 문의,너무 다른게 왔는데,상품 하자 및 품질 불량 문의
684,배송 문제 및 오배송 문의,구매한 상품 사이즈가 잘못 왔어요,주문상품 사이즈 변경
685,배송 문제 및 오배송 문의,고구마가 안오고 치즈가 왔어요,배송 문제 및 오배송 문의
686,배송 문제 및 오배송 문의,중복 배송됐어요,배송 문제 및 오배송 문의
687,배송 문제 및 오배송 문의,중복 배송됐는데 어떻게 하나요,배송 문제 및 오배송 문의
688,배송 문제 및 오배송 문의,상품이 2번 배송됐는데요,배송비 이중청구 관련
689,배송 문제 및 오배송 문의,주문상품이 아닌데 왔어요,배송비 이중청구 관련
690,배송 문제 및 오배송 문의,주문목록에 없는 상품이 왔습니다,배송 문제 및 오배송 문의
691,배송 문제 및 오배송 문의,주문 안한 상품이 왔는데요,배송 문제 및 오배송 문의
692,배송 문제 및 오배송 문의,주문 모델이 아닌 상품이 왔습니다,배송 문제 및 오배송 문의
693,배송 문제 및 오배송 문의,제품을 받았는데 하나가 불량이예요,배송 문제 및 오배송 문의
694,배송 문제 및 오배송 문의,제품 이상이 있는듯 합니다,다중배송 관련
695,배송 문제 및 오배송 문의,오배송된거 같아요,배송비 이중청구 관련
696,배송 문제 및 오배송 문의,오배송 문의합니다,배송 문제 및 오배송 문의
697,배송 문제 및 오배송 문의,오배송 되었는데 교환 가능 할까요,상품 교환/반품 관련
698,배송 문제 및 오배송 문의,사이즈를 왜 잘못 보내주세요,배송지연/조회 관련
699,배송 문제 및 오배송 문의,사이즈가 너무 다르잖아,주문상품 사이즈 변경
700,배송 문제 및 오배송 문의,사이즈 착오배송,주문상품 사이즈 변경
701,배송 문제 및 오배송 문의,사이즈 잘못배송된거 어떻게 해야하나요?,다중배송 관련
702,배송 문제 및 오배송 문의,사이즈 잘못 왔어요 교환할건데 교환비 필요한가요,상품 교환/반품 관련
703,배송 문제 및 오배송 문의,사이즈 오배송으로 교환이나 환불 해주세요,배송 문제 및 오배송 문의
704,배송 문제 및 오배송 문의,사이즈 오류배송,주문상품 사이즈 변경
705,배송 문제 및 오배송 문의,주문취소했는데 배송 되었네요,주문/반품/교환 취소 철회
706,배송 문제 및 오배송 문의,주문 취소했는데 배송완료로 문자가 왔습니다,주문/서비스 취소 요청
707,배송 문제 및 오배송 문의,주문 취소했는데 배송완료됐다고 문자가 왔어요,배송 문제 및 오배송 문의
708,상품 하자 및 품질 불량 문의,상해 있는 상태입니다,상품 하자 및 품질 불량 문의
709,상품 하자 및 품질 불량 문의,상품하자인지 문의드립니다,다중배송 관련
710,상품 하자 및 품질 불량 문의,상품이 파손 되어 왔어요,상품 하자 및 품질 불량 문의
711,상품 하자 및 품질 불량 문의,상품이 뿌셔졌어,상품 하자 및 품질 불량 문의
712,상품 하자 및 품질 불량 문의,상품이 다르게 배송되었네요,배송 문제 및 오배송 문의
713,상품 하자 및 품질 불량 문의,상품을 받았는데 파손되어 있습니다,상품 하자 및 품질 불량 문의
714,상품 하자 및 품질 불량 문의,상품을 받았는데 상태가 좋지않아요,상품 교환/반품 관련
715,상품 하자 및 품질 불량 문의,상품을 받았는데 불량품이 왔어요,상품 하자 및 품질 불량 문의
716,상품 하자 및 품질 불량 문의,상품에 흠집있어요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
717,상품 하자 및 품질 불량 문의,상품에 이물질,상품 하자 및 품질 불량 문의
718,상품 하자 및 품질 불량 문의,상품에 오염된 부분이 있습니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
719,상품 하자 및 품질 불량 문의,상품에 문제가 있는데 보내고 다시 받으려면 택배비는 어떻게 되죠,배송 문제 및 오배송 문의
720,상품 하자 및 품질 불량 문의,상품에 기스가 나있네요,주문취소 후 재결제 관련
721,상품 하자 및 품질 불량 문의,상품불만,상품 교환/반품 관련
722,상품 하자 및 품질 불량 문의,상품 하자가 있어서 다시보내주실수 있나요,다중배송 관련
723,상품 하자 및 품질 불량 문의,상품 하자,상품 하자 및 품질 불량 문의
724,상품 하자 및 품질 불량 문의,상품 불량으로 교환하려는데 비용 지불해야 되나요,상품 하자 및 품질 불량 문의
725,상품 하자 및 품질 불량 문의,상품 받았는데 불량이에요,상품 하자 및 품질 불량 문의
726,상품 하자 및 품질 불량 문의,상품 박음질이 뜯어져왔어요,상품 하자 및 품질 불량 문의
727,상품 하자 및 품질 불량 문의,상태가 이게 뭐야,주문/서비스 취소 요청
728,상품 하자 및 품질 불량 문의,사용기한이 지난 상품이 옴,회수/수거 지연 문의
729,상품 하자 및 품질 불량 문의,교환사유에다가 S사이즈로 변경이라고 적어놨는데 M사이즈가 왔어요,주문상품 사이즈 변경
730,상품 하자 및 품질 불량 문의,화면 색상하고 달라도 너무나 다른 옷을 보내놓고 색상 차이가 있을 수 있다고요,상품 하자 및 품질 불량 문의
731,상품 하자 및 품질 불량 문의,지금 구매 확정 하려고 하니 다른 상품이 왔네요,구매확정/배송완료 관련
732,상품 하자 및 품질 불량 문의,주문 상품과 다른 상품 배송되었음,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
733,상품 하자 및 품질 불량 문의,제품이 다른것이 온건지 상세컷과 다르게 메탈색이 금장이 아니라 은장이네요,상품 하자 및 품질 불량 문의
734,상품 하자 및 품질 불량 문의,상품이 다른걸로 왔는데 어디다 문의해야하나요,상품 하자 및 품질 불량 문의
735,주문 문의,예약상품 주문,주문 문의
736,주문 문의,예약 상품 주문은 어떻게 하나요,주문 문의
737,주문 문의,구매하고 싶은데 어떻게 하면 되나요,구매확정/배송완료 관련
738,주문 문의,결제방법문의,배송지 변경 문의
739,주문 문의,상품 구매할 수 있게 도와주세요,구매확정/배송완료 관련
740,주문 문의,회원 아니면 주문이 안되나요,주문상품 사이즈 변경
741,주문 문의,비회원은 어떻게 주문하나요,주문 문의
742,주문 문의,비회원으로 구매한상품 조회 어떻게 하나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
743,주문 문의,비회원 주문하는 법 알고싶습니다,주문 취소 사유 문의
744,주문 문의,비회원 주문하는 방법 문의드릴 수 있을까요?,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
745,주문 문의,비회원 주문하기는 어디서 하나요,다중배송 관련
746,주문 문의,비회원 주문은 어떻게 해,주문 문의
747,주문 문의,비회원 주문은 어떻게 하죠,주문 문의
748,주문 문의,비회원 구매하는법,구매확정/배송완료 관련
749,주문 문의,가입 안하면 상품 못 사요,구매확정/배송완료 관련
750,주문 문의,가입 안하고 주문할 수 있는 방법이 있나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
751,선물하기/포장 문의,개별 포장 박스와 쇼핑백도 부탁 드립니다.,선물하기/포장 문의
752,선물하기/포장 문의,반품해달라니까 또 결제하래,배송비 이중청구 관련
753,선물하기/포장 문의,혹시 선물상자만 따로 주문가능한가요,선물하기/포장 문의
754,선물하기/포장 문의,해당 제품 쇼핑백 제공 말고도 선물포장이 되는지 궁금합니다,선물하기/포장 문의
755,선물하기/포장 문의,포장으로 받을 수 있나요,선물하기/포장 문의
756,선물하기/포장 문의,포장도되나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
757,선물하기/포장 문의,최근 주문에 선물포장 해줄래,선물하기/포장 문의
758,선물하기/포장 문의,주문할 때 선물포장 되나요,선물하기/포장 문의
759,선물하기/포장 문의,주문한 닥스모자 포장가능한가요?,주문 문의
760,선물하기/포장 문의,주문제품 선물포장 가능한가요,선물하기/포장 문의
761,선물하기/포장 문의,선물하기면 자동으로 선물포장해주는 건가요,선물하기/포장 문의
762,선물하기/포장 문의,선물포장 추가해줘,선물하기/포장 문의
763,선물하기/포장 문의,선물포장 요청을 못했는데 지금 요청 가능할까요,선물하기/포장 문의
764,선물하기/포장 문의,선물포장 신청했는데 접수됐나요,선물하기/포장 문의
765,선물하기/포장 문의,선물포장 및 더스트백 동봉 부탁드려요,선물하기/포장 문의
766,선물하기/포장 문의,선물포장 가능한지 확인해줘,선물하기/포장 문의
767,선물하기/포장 문의,선물용으로 구입하는 거니까 예쁘게 포장해서 쇼핑백과 함께 보내주세요,선물하기/포장 문의
768,선물하기/포장 문의,선물 포장과 봉투백 동봉 되나요,선물하기/포장 문의
769,선물하기/포장 문의,상품 포장해주세요~ 안되면 상품봉투 부탁드립니다.,회수/수거 지연 문의
770,스마트픽 관련 문의 및 픽업 관련,픽업 가능한 백화점 알려줘,스마트픽 관련 문의 및 픽업 관련
771,스마트픽 관련 문의 및 픽업 관련,픽업 가능한 매장 어디서 보나요,스마트픽 관련 문의 및 픽업 관련
772,스마트픽 관련 문의 및 픽업 관련,픽 메세지는 언제보내주나요,스마트픽 관련 문의 및 픽업 관련
773,스마트픽 관련 문의 및 픽업 관련,편의점에서 찾을 수 있어,배송 가능 시간 문의
774,스마트픽 관련 문의 및 픽업 관련,퇴근할때 픽업가는 서비스,스마트픽 관련 문의 및 픽업 관련
775,스마트픽 관련 문의 및 픽업 관련,직접수령문의,미수령/미배송 문의
776,스마트픽 관련 문의 및 픽업 관련,주문한 픽업 상품 도착했어,배송지연/조회 관련
777,스마트픽 관련 문의 및 픽업 관련,주문한 것 조금 일찍 수령은 안되나요,미수령/미배송 문의
778,스마트픽 관련 문의 및 픽업 관련,언제 픽업 가능 한가요,스마트픽 관련 문의 및 픽업 관련
779,스마트픽 관련 문의 및 픽업 관련,스마트픽은 언제 픽업할 수 있나요,스마트픽 관련 문의 및 픽업 관련
780,스마트픽 관련 문의 및 픽업 관련,스마트픽으로 주문하면 언제까지 가야하나요,스마트픽 관련 문의 및 픽업 관련
781,스마트픽 관련 문의 및 픽업 관련,스마트픽 픽업하는곳이 어딘가요,스마트픽 관련 문의 및 픽업 관련
782,스마트픽 관련 문의 및 픽업 관련,스마트픽 픽업기한,스마트픽 관련 문의 및 픽업 관련
783,스마트픽 관련 문의 및 픽업 관련,스마트픽 쿠폰이 안 와서 상품 픽업을 못 해요,스마트픽 관련 문의 및 픽업 관련
784,스마트픽 관련 문의 및 픽업 관련,스마트픽 조금 일찍 수령은 안될까요,스마트픽 관련 문의 및 픽업 관련
785,스마트픽 관련 문의 및 픽업 관련,스마트픽 수령 언제 가능한가요,스마트픽 관련 문의 및 픽업 관련
786,스마트픽 관련 문의 및 픽업 관련,스마트픽 상품은 언제까지 보관해주나요,스마트픽 관련 문의 및 픽업 관련
787,스마트픽 관련 문의 및 픽업 관련,스마트픽 상품은 그냥 바로찾으면 되나요,스마트픽 관련 문의 및 픽업 관련
788,스마트픽 관련 문의 및 픽업 관련,스마트픽 상품은 그냥 바로 찾으면 되나요,스마트픽 관련 문의 및 픽업 관련
789,스마트픽 관련 문의 및 픽업 관련,스마트픽 배송 완료되서 수령하러 갈 때 뭐 필요한 게 있나요,스마트픽 관련 문의 및 픽업 관련
790,스마트픽 관련 문의 및 픽업 관련,스마트픽 배송 시간,배송방법(픽업/배송) 변경
791,스마트픽 관련 문의 및 픽업 관련,스마트픽 배송 기간,스마트픽 관련 문의 및 픽업 관련
792,스마트픽 관련 문의 및 픽업 관련,스마트픽 가능한 매장은 어디서 확인할 수 있어,스마트픽 관련 문의 및 픽업 관련
793,스마트픽 관련 문의 및 픽업 관련,스마트픽 가능한 매장은 어디서 확인할 수 있나요,스마트픽 관련 문의 및 픽업 관련
794,스마트픽 관련 문의 및 픽업 관련,스마트픽 가능한 매장은 어디서 확인 가능할까요,스마트픽 관련 문의 및 픽업 관련
795,스마트픽 관련 문의 및 픽업 관련,스마트픽 가능한 매장은 어디서 봐,스마트픽 관련 문의 및 픽업 관련
796,스마트픽 관련 문의 및 픽업 관련,슈퍼 스마트픽,스마트픽 관련 문의 및 픽업 관련
797,스마트픽 관련 문의 및 픽업 관련,상품을 매장에서 바로 받을 수 있나요,상품 교환/반품 관련
798,스마트픽 관련 문의 및 픽업 관련,상품은 언제 픽업 가능한가요,스마트픽 관련 문의 및 픽업 관련
799,스마트픽 관련 문의 및 픽업 관련,백화점방문하여 수령 원합니다,배송방법(픽업/배송) 변경
800,스마트픽 관련 문의 및 픽업 관련,백화점 픽업 가능여부 궁금합니다,스마트픽 관련 문의 및 픽업 관련
801,스마트픽 관련 문의 및 픽업 관련,백화점 스마트픽하면 언제 까지 받을 수 있나요,스마트픽 관련 문의 및 픽업 관련
802,스마트픽 관련 문의 및 픽업 관련,백화점 상품 직접 받는 거 가능합니까,상품 교환/반품 관련
803,스마트픽 관련 문의 및 픽업 관련,백화점 상품 스마트픽하면 택배보다 빨리 받나요,스마트픽 관련 문의 및 픽업 관련
804,스마트픽 관련 문의 및 픽업 관련,백화점 방문수령,배송방법(픽업/배송) 변경
805,스마트픽 관련 문의 및 픽업 관련,백화점 방문 수령 원해요,미수령/미배송 문의
806,스마트픽 관련 문의 및 픽업 관련,백화점 매장픽업 도와줘,배송방법(픽업/배송) 변경
807,스마트픽 관련 문의 및 픽업 관련,매장픽업 백화점에서도 되요,배송방법(픽업/배송) 변경
808,스마트픽 관련 문의 및 픽업 관련,매장수령문의,스마트픽 관련 문의 및 픽업 관련
809,스마트픽 관련 문의 및 픽업 관련,매장수령가능,스마트픽 관련 문의 및 픽업 관련
810,스마트픽 관련 문의 및 픽업 관련,매장 픽업,배송방법(픽업/배송) 변경
811,스마트픽 관련 문의 및 픽업 관련,매장 방문인가요 데스크 방문인가요,배송방법(픽업/배송) 변경
812,스마트픽 관련 문의 및 픽업 관련,마트 스마트픽,스마트픽 관련 문의 및 픽업 관련
813,스마트픽 관련 문의 및 픽업 관련,내주변픽업이란,배송방법(픽업/배송) 변경
814,스마트픽 관련 문의 및 픽업 관련,내주변픽업 도착일,배송방법(픽업/배송) 변경
815,스마트픽 관련 문의 및 픽업 관련,내주변픽업,배송방법(픽업/배송) 변경
816,스마트픽 관련 문의 및 픽업 관련,내주변 픽업,배송방법(픽업/배송) 변경
817,스마트픽 관련 문의 및 픽업 관련,내일 12시15분 부터 수령 가능 하다고 되어있는데 조금 일찍 수령은 안되나요,배송 가능 시간 문의
818,스마트픽 관련 문의 및 픽업 관련,픽업 불가,배송방법(픽업/배송) 변경
819,스마트픽 관련 문의 및 픽업 관련,스마트픽 수령완료했으니 상태 변경해주세요,배송방법(픽업/배송) 변경
820,스마트픽 관련 문의 및 픽업 관련,스마트픽 수령완료했어요.,스마트픽 관련 문의 및 픽업 관련
821,스마트픽 관련 문의 및 픽업 관련,스마트픽 수령완료 했어요,스마트픽 관련 문의 및 픽업 관련
822,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",pc에서는 주문 배송 내역이 없다고 나옵니다,주문/결제 취소 확인
823,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",홍차를 구매했었는데 기록이 안보여요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
824,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",페이스북 계정 주문내역,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
825,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",카카오톡 주문내역,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
826,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",카카오톡 계정 주문내역,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
827,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",카드에는 결제 내역이 찍혀 있는데 주문내역이 조회가 안돼요,주문/결제 취소 확인
828,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",최근 구입 내역 조회가 안되네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
829,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문했는데 홈페이지에 주문내역이 없어요,주문/결제 취소 확인
830,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문했는데 내역이 없다고 나와요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
831,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문했는데 내역에는 없다고 뜨네요,주문/결제 취소 확인
832,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문했고 배송알림카톡문자까지 받았는데 배송조회 클릭하면 주문내역이 없다고 나와요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
833,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문해서 상품도 받았는데 주문내역이 뜨질 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
834,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문한 상품이 검색 안돼요,배송지연/조회 관련
835,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문한 상품 이력이 안 뜨나요,배송지연/조회 관련
836,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문한 내역이 없네요,주문/결제 취소 확인
837,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문한 내역이 보이지 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
838,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문한 기록이 확인되지 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
839,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문조회가 안됩니다,배송지연/조회 관련
840,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문상품이 조회가 안되네요,배송지연/조회 관련
841,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문상품목록에 해당 상품이 없어요,상품 교환/반품 관련
842,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문배송내용에 아무것도 안 떠요,미수령/미배송 문의
